"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.800921089551267,0.970199703304153,0.957781208827626,1.14824470863901,32,50749,"Burned","Stony Lake"
1985,0.670005700447202,0.821521189665471,0.827207765742698,0.960280082832089,20,50749,"Burned","Stony Lake"
1986,0.692334521098233,0.824246600055874,0.82386928869184,0.930974858416007,40,50749,"Burned","Stony Lake"
1987,0.718820592922482,0.903336392640606,0.927148687575827,1.3486313029255,32,50749,"Burned","Stony Lake"
1988,0.704242935384466,0.839886113397637,0.854379270655995,1.02054525782838,28,50749,"Burned","Stony Lake"
1989,0.591238555559203,0.817617380882203,0.807634948896866,0.927192950610285,32,50749,"Burned","Stony Lake"
1990,0.629799161907149,0.932683287575389,0.944394722358299,1.33176245490576,48,50749,"Burned","Stony Lake"
1991,0.680588138549645,0.842249728165393,0.88105776214399,1.1728165715376,36,50749,"Burned","Stony Lake"
1992,0.643484819215694,0.905464511140557,0.907043407516494,1.17375978856917,16,50749,"Burned","Stony Lake"
1993,0.592656497712801,0.893446660279042,0.857249137587219,1.06497172783078,44,50749,"Burned","Stony Lake"
1994,0.660616703600221,0.897045649117245,0.880728810095424,1.11095517216602,24,50749,"Burned","Stony Lake"
1995,0.575629190054649,0.807890173720148,0.843824840488885,1.16924369085216,32,50749,"Burned","Stony Lake"
1996,0.745374898576424,0.852536776507753,0.844353579117594,0.937212158234133,20,50749,"Burned","Stony Lake"
1997,0.760422634544022,0.862509125651715,0.865855883745262,0.977982649133598,16,50749,"Burned","Stony Lake"
1998,0.571004538199886,0.894061247935211,0.880740877963374,1.13189177346182,24,50749,"Burned","Stony Lake"
1999,0.468025307752771,0.692220108198605,0.658351733160921,0.822099630267285,20,50749,"Burned","Stony Lake"
2000,0.620237849002365,0.747100173958411,0.752470335606897,0.895443145508401,16,50749,"Burned","Stony Lake"
2001,0.704980072941404,0.758518120784171,0.777954614592576,0.926385429301251,28,50749,"Burned","Stony Lake"
2002,0.656331828949162,0.802217087152732,0.814691065484564,0.954014208113789,52,50749,"Burned","Stony Lake"
2003,0.513924012544169,0.792590408841286,0.750888153496113,0.83220948187434,28,50749,"Burned","Stony Lake"
2004,0.689265539519656,0.773248921987586,0.80324173271103,0.960649079640697,24,50749,"Burned","Stony Lake"
2005,0.624184945353899,0.834334821602887,0.817881778224351,0.921054685989942,24,50749,"Burned","Stony Lake"
2006,0.552886916583685,0.687873511952018,0.765057812995108,1.13386373087245,32,50749,"Burned","Stony Lake"
2007,0.483737132961388,0.730947242103643,0.743198416894868,0.899785467904319,28,50749,"Burned","Stony Lake"
2008,0.574505418910249,0.712184442936058,0.79258582246155,1.19202354725542,28,50749,"Burned","Stony Lake"
2009,0.727119227429593,0.792433390399502,0.79507863557501,0.883979118373419,24,50749,"Burned","Stony Lake"
2010,0.493094953438917,0.794769455575099,0.769295163152093,0.999022605471999,24,50749,"Burned","Stony Lake"
2011,0.570912663069853,0.747441344382091,0.706572154799804,0.829976890309224,32,50749,"Burned","Stony Lake"
2012,0.498545351214674,0.729504727783946,0.716738108505974,0.931092394796855,44,50749,"Burned","Stony Lake"
2013,0.591936130539642,0.77823542016227,0.759425772521033,0.908105766861187,12,50749,"Burned","Stony Lake"
2014,0.563573606231586,0.763238336897919,0.794808864412669,0.956843454376239,28,50749,"Burned","Stony Lake"
2015,0.514082464181692,0.824345791128827,0.779773905508561,0.956321575594896,16,50749,"Burned","Stony Lake"
2016,0.620111880714098,0.671715643838879,0.723186237188944,1.00673959375286,32,50749,"Burned","Stony Lake"
2017,0.570255994795565,0.621876169062801,0.692739208377718,0.961885781334952,20,50749,"Burned","Stony Lake"
2018,0.462416031497734,0.727796472211439,0.736581081955743,0.95488701759184,32,50749,"Burned","Stony Lake"
2019,0.513781956103783,0.654379123581553,0.677835726855648,0.89455927208735,40,50749,"Burned","Stony Lake"
2020,0.455596699910684,0.733135969429689,0.683326111176527,0.830152901044135,36,50749,"Burned","Stony Lake"
