"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.710753910776116,1.01189944247501,0.973946838214404,1.14220604151499,45,27717,"Burned","Middle McDougal"
1985,0.665912360437582,0.879176921693542,0.851337740774815,0.963494845896231,25,27717,"Burned","Middle McDougal"
1986,0.790836906142653,0.901909613649714,0.930717356971947,1.05732831940492,40,27717,"Burned","Middle McDougal"
1987,0.76160723218517,0.945891453936787,0.930769316291507,1.08849507690871,35,27717,"Burned","Middle McDougal"
1988,0.712656228945005,0.822392712836586,0.879690623612292,1.16155128027008,35,27717,"Burned","Middle McDougal"
1989,0.585186322872794,0.817907444939369,0.778088975216744,0.876863279283899,35,27717,"Burned","Middle McDougal"
1990,0.804469695058135,0.997013311462915,0.971399947417718,1.13735089650503,55,27717,"Burned","Middle McDougal"
1991,0.797583306737067,0.971380169462808,0.968625882767908,1.30514729761095,55,27717,"Burned","Middle McDougal"
1992,0.686219115549373,0.944871613926039,0.913830144123585,1.07474190477363,25,27717,"Burned","Middle McDougal"
1993,0.704922691823195,0.941061978841408,0.943079352959519,1.188300001257,30,27717,"Burned","Middle McDougal"
1994,0.734978238248436,0.889164761774705,0.857710825229438,0.97350969876942,25,27717,"Burned","Middle McDougal"
1995,0.633312101864546,0.791061324096806,0.854468363694243,1.20030584133384,35,27717,"Burned","Middle McDougal"
1996,0.78536173781861,0.865523259239888,0.901193333697727,1.04591241777098,25,27717,"Burned","Middle McDougal"
1997,0.700553841646777,0.752270006308563,0.865475242674792,1.15717759155462,25,27717,"Burned","Middle McDougal"
1998,0.731712171389736,0.889840007398141,0.863856489943486,0.98075828329002,35,27717,"Burned","Middle McDougal"
1999,0.329085976624182,0.559267077032487,0.559267077032487,0.789448177440793,10,27717,"Burned","Middle McDougal"
2000,0.641042728034271,0.83932619500237,0.784577123363707,0.849160592241242,25,27717,"Burned","Middle McDougal"
2001,0.55634167255087,0.750291700085831,0.740936110223301,0.848912521370884,35,27717,"Burned","Middle McDougal"
2002,0.478064926317303,0.76488101711815,0.758116558373039,0.970082993336559,65,27717,"Burned","Middle McDougal"
2003,0.771768422889818,0.860822985412051,0.867659647588553,0.971959229275237,30,27717,"Burned","Middle McDougal"
2004,0.619000699457204,0.705773341660204,0.72119785842917,0.854244050939067,20,27717,"Burned","Middle McDougal"
2005,0.558672204190078,0.73329756648109,0.733962830923636,0.97136029846148,40,27717,"Burned","Middle McDougal"
2006,0.5402653730516,0.847768650220547,0.85586631433675,1.04933156690202,40,27717,"Burned","Middle McDougal"
2007,0.738908627128345,0.923082368331725,0.908338764994317,1.10936652560847,50,27717,"Burned","Middle McDougal"
2008,0.710398806922977,0.79329247375534,0.800854372108327,0.907782882934937,45,27717,"Burned","Middle McDougal"
2009,0.60854803428792,0.839839051451252,0.84342374120589,1.09881181931457,50,27717,"Burned","Middle McDougal"
2010,0.686553215201936,0.749722151815519,0.796669920463086,0.969629028979711,25,27717,"Burned","Middle McDougal"
2011,0.622317192106078,0.814257195357121,0.791743591596247,0.851116627082345,35,27717,"Burned","Middle McDougal"
2012,0.644604812436516,0.779174236745009,0.780351189831529,1.00101086905051,40,27717,"Burned","Middle McDougal"
2013,0.622733791828996,0.958666147834184,0.865212447486073,1.01423740279504,15,27717,"Burned","Middle McDougal"
2014,0.805904236342947,0.910038219817776,0.952404297170608,1.27762951024694,25,27717,"Burned","Middle McDougal"
2015,0.773687505811207,0.82107230187521,0.856134552193157,0.964042749853993,25,27717,"Burned","Middle McDougal"
2016,0.626922820537532,0.723164925660788,0.771364163813556,1.02209026506404,35,27717,"Burned","Middle McDougal"
2017,0.503485885912383,0.724631971148478,0.748989855663655,1.04320959444528,20,27717,"Burned","Middle McDougal"
2018,0.547801449779852,0.757505531304542,0.745303716577705,0.920699044929794,40,27717,"Burned","Middle McDougal"
2019,0.472443647019837,0.785196276844692,0.750186381520773,0.866263216737152,60,27717,"Burned","Middle McDougal"
2020,0.723563422170767,0.798711637737159,0.794337539297893,0.848140481397762,30,27717,"Burned","Middle McDougal"
