"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.884996440321238,1.12786018480271,1.10184231768605,1.23689912624475,30,57275,"Control","Cloquet Lake"
1985,0.912999327033119,0.933002403819894,0.959135396861013,1.03336652903759,25,57275,"Control","Cloquet Lake"
1986,0.71443444831847,0.940043366514709,0.935278620824119,1.08489137465693,40,57275,"Control","Cloquet Lake"
1987,0.771299644072364,0.950403307422677,0.914344276013069,1.02583983517887,30,57275,"Control","Cloquet Lake"
1988,0.802926019138675,0.958053903414666,0.942626476384644,1.07220138161001,40,57275,"Control","Cloquet Lake"
1989,0.849641921240395,1.07731337077428,1.04785878704715,1.29839896683608,35,57275,"Control","Cloquet Lake"
1990,0.841163276577373,1.02383462281306,1.0336720151328,1.40573317357046,75,57275,"Control","Cloquet Lake"
1991,0.721336336537069,0.885214128295768,0.870186104409397,1.02677422584855,45,57275,"Control","Cloquet Lake"
1992,0.816542106703842,0.975129417673456,0.948709491780323,1.02803702507054,20,57275,"Control","Cloquet Lake"
1993,0.766203032833329,0.885065021058951,0.933539053149656,1.11375731369074,40,57275,"Control","Cloquet Lake"
1994,0.859128669745707,1.03046118589397,1.01407526377999,1.1362500135863,20,57275,"Control","Cloquet Lake"
1995,0.759634357427467,0.881503879523018,0.88825093432858,1.07358028080343,35,57275,"Control","Cloquet Lake"
1996,0.788501534279003,0.917292342392259,0.985848454430461,1.55205952839228,40,57275,"Control","Cloquet Lake"
1997,0.774778483273601,0.828266928664241,0.850987250963137,0.936115405897418,30,57275,"Control","Cloquet Lake"
1998,0.756893140645929,0.983589728598787,0.935159501624425,1.08823765028038,45,57275,"Control","Cloquet Lake"
1999,0.627519528896565,0.707004968132124,0.729742723654337,0.854703673934322,15,57275,"Control","Cloquet Lake"
2000,0.777896561554323,0.848224500528911,0.868185321778619,1.05426741667254,40,57275,"Control","Cloquet Lake"
2001,0.73586195397587,0.84450621862684,0.843682169874594,0.968267027383608,30,57275,"Control","Cloquet Lake"
2002,0.766932474471209,0.889509602448346,0.916712209516024,1.25038392565709,55,57275,"Control","Cloquet Lake"
2003,0.728773809305001,0.988024338334218,0.926767028701094,1.06831878870646,30,57275,"Control","Cloquet Lake"
2004,0.744205249996315,0.961411814030317,0.909805274375371,1.01345177991831,25,57275,"Control","Cloquet Lake"
2005,0.590851301840483,0.808943395124359,0.791608376482376,0.959730041512484,40,57275,"Control","Cloquet Lake"
2006,0.578485936353579,0.686866687463463,0.716226330066467,0.95340016980064,40,57275,"Control","Cloquet Lake"
2007,0.614508953654263,0.664015630228055,0.726328817259965,1.00135156874736,45,57275,"Control","Cloquet Lake"
2008,0.653034608961161,0.813357790575684,0.838856026744678,1.22112336589883,35,57275,"Control","Cloquet Lake"
2009,0.601011120029519,0.747493593952876,0.801378463062666,1.00445337805651,45,57275,"Control","Cloquet Lake"
2010,0.664051031571489,0.798249110023507,0.841818213054546,1.12391653678465,25,57275,"Control","Cloquet Lake"
2011,0.647209214486372,0.906304724475707,0.866300320694958,1.07582036552666,30,57275,"Control","Cloquet Lake"
2012,0.549128272046331,0.745323627758119,0.721890052907611,0.8486338090698,60,57275,"Control","Cloquet Lake"
2013,0.592498415778045,0.694990072968624,0.71576542146997,0.880583124164588,20,57275,"Control","Cloquet Lake"
2014,0.526033249225078,0.79823803726136,0.825493902991752,1.14407204043039,45,57275,"Control","Cloquet Lake"
2015,0.667883833997831,0.842202997453299,0.82260520513678,0.938130991642694,20,57275,"Control","Cloquet Lake"
2016,0.612402442251331,0.770198799608105,0.789749648334697,1.00154990785731,30,57275,"Control","Cloquet Lake"
2017,0.500927095687363,0.698265976224982,0.66784551856275,0.825692849902831,25,57275,"Control","Cloquet Lake"
2018,0.408423237454573,0.758553522427901,0.724734291511064,0.884894343772901,45,57275,"Control","Cloquet Lake"
2019,0.494856846907926,0.645188515556266,0.698514248619838,0.944415710604806,55,57275,"Control","Cloquet Lake"
2020,0.556917286775833,0.86152191042265,0.814278700085837,0.920453521496173,40,57275,"Control","Cloquet Lake"
