"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.87261193936151,1.20573094563455,1.19190902147365,1.45572526355461,40,20349,"Control","Gander Lake"
1985,0.960264656365985,1.07219469106089,1.07908049973208,1.19958279180127,25,20349,"Control","Gander Lake"
1986,0.931428651894543,1.10283888538615,1.13266218658588,1.33558389874849,50,20349,"Control","Gander Lake"
1987,1.00343523239538,1.10735391979588,1.14705164627993,1.30491308737142,35,20349,"Control","Gander Lake"
1988,0.828212625442456,1.13629673659826,1.09945137965308,1.25830129951243,40,20349,"Control","Gander Lake"
1989,0.759101164518859,1.01045894373727,1.01515874605721,1.34377203473864,35,20349,"Control","Gander Lake"
1990,0.889402313099097,1.08999454959154,1.0919107991768,1.38822605909279,65,20349,"Control","Gander Lake"
1991,0.90663173359619,1.13886085492361,1.11292757055979,1.40695293038603,50,20349,"Control","Gander Lake"
1992,0.942085046933375,1.00674731924291,1.08804373912912,1.48396395811027,30,20349,"Control","Gander Lake"
1993,0.965855854840871,1.03112445055697,1.06337188253616,1.24345850072341,35,20349,"Control","Gander Lake"
1994,0.840101282518474,1.20931834118469,1.16269391844797,1.392037708904,20,20349,"Control","Gander Lake"
1995,0.807396893219554,1.08687867802852,1.10721811802861,1.51666516617725,40,20349,"Control","Gander Lake"
1996,0.723393540386421,1.08639438728882,1.01572114459001,1.23041096394929,30,20349,"Control","Gander Lake"
1997,0.885130325269195,0.924368819490416,1.02048696736028,1.34807990519109,20,20349,"Control","Gander Lake"
1998,0.460550511591182,0.87927964022245,0.859537590167845,1.07090523826957,35,20349,"Control","Gander Lake"
1999,0.587746192502433,0.62728147827351,0.668104241213319,0.789285052864014,15,20349,"Control","Gander Lake"
2000,0.535762506569671,0.87115018475564,0.859056931771682,1.11564450288523,50,20349,"Control","Gander Lake"
2001,0.292040663289585,0.803571819960945,0.759124759219849,0.940860257021005,50,20349,"Control","Gander Lake"
2002,0.42766531576555,0.825024007064119,0.793833660157322,1.01354664750339,60,20349,"Control","Gander Lake"
2003,0.7442016962752,0.909526604794778,0.935635407899413,1.14242501641595,30,20349,"Control","Gander Lake"
2004,0.397017911111354,0.900755346021779,0.856120404499546,1.03547219027702,35,20349,"Control","Gander Lake"
2005,0.71550981788287,0.901359556862011,0.920025861326222,1.11517756995352,35,20349,"Control","Gander Lake"
2006,0.728588847375473,0.864331237002713,0.858926820665511,0.990217109051435,25,20349,"Control","Gander Lake"
2007,0.608424615640478,0.875526592669979,0.856094216424997,1.07065066054868,55,20349,"Control","Gander Lake"
2008,0.65646237631723,0.826887127666136,0.846437040137803,1.09836998013041,40,20349,"Control","Gander Lake"
2009,0.394927027167385,0.784117160470064,0.794609049990147,1.09892759252343,40,20349,"Control","Gander Lake"
2010,0.260022965147954,0.726577598779383,0.715028928226038,1.15797656421928,35,20349,"Control","Gander Lake"
2011,0.400179998600988,0.950176300336716,0.907946085320048,1.23365258346046,40,20349,"Control","Gander Lake"
2012,0.523769348927277,0.843201403186303,0.891746049843269,1.18314512531768,55,20349,"Control","Gander Lake"
2013,0.69688057573364,0.910415063639798,0.900561253302754,1.08453431019778,20,20349,"Control","Gander Lake"
2014,0.79229810461482,0.942300369714254,1.01091907666791,1.33251468529568,30,20349,"Control","Gander Lake"
2015,1.29817183310373,1.36649661324292,1.36649661324292,1.43482139338211,10,20349,"Control","Gander Lake"
2016,0.969785960847049,1.07834998715647,1.13278209310656,1.33924036003559,30,20349,"Control","Gander Lake"
2017,0.781832380035519,0.962810030834322,0.920882697287757,1.00982486180483,25,20349,"Control","Gander Lake"
2018,0.815668919511464,1.14629352361312,1.10865844183922,1.35637988039801,30,20349,"Control","Gander Lake"
2019,0.707910621552861,1.03301712093136,1.00356817572112,1.28291898686829,65,20349,"Control","Gander Lake"
2020,0.87286289856088,1.06230767654914,1.02669592322951,1.18251681273741,25,20349,"Control","Gander Lake"
