"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.873314749586364,1.09799973550688,1.04270754142401,1.16323416365371,35,102493,"Control","Wadop Lake"
1985,0.772449630753575,0.821885565536215,0.849464225715411,0.981636141035642,20,102493,"Control","Wadop Lake"
1986,0.791738668570695,0.85542855180113,0.922232123092155,1.28427740207878,50,102493,"Control","Wadop Lake"
1987,0.82822277464751,0.923178904977899,0.923150017449839,1.06307044538532,35,102493,"Control","Wadop Lake"
1988,0.755704732829237,0.96010349889775,1.02105752556021,1.43493375876588,40,102493,"Control","Wadop Lake"
1989,0.652164072657237,0.795672889573829,0.796506988510481,0.921107860417101,35,102493,"Control","Wadop Lake"
1990,0.705591287827202,0.891712636196307,0.904454549759049,1.10781057812185,50,102493,"Control","Wadop Lake"
1991,0.867917118198941,0.970347776541951,1.00144770884983,1.17677477570411,50,102493,"Control","Wadop Lake"
1992,0.726724915825709,1.08601014660853,1.16731729979212,1.62818616522328,30,102493,"Control","Wadop Lake"
1993,0.736503407306385,1.02685966865869,1.00899712816894,1.23810304264847,30,102493,"Control","Wadop Lake"
1994,0.852062919126773,0.913138348521462,0.975556675151949,1.14079487921217,25,102493,"Control","Wadop Lake"
1995,0.723231421953578,0.946399134910518,0.913244651435461,1.02557190668314,25,102493,"Control","Wadop Lake"
1996,0.765591613632129,0.880898581870215,0.869141315558576,0.949176484861746,20,102493,"Control","Wadop Lake"
1997,0.690763501599676,0.813364772434665,0.794989171124513,0.916909074934579,25,102493,"Control","Wadop Lake"
1998,0.658444486771563,0.786989187845495,0.798878517592337,0.955693815726798,30,102493,"Control","Wadop Lake"
1999,0.575300332436213,0.643937991107069,0.716399169785898,0.929959185814413,15,102493,"Control","Wadop Lake"
2000,0.61559843965193,0.729864610301445,0.736224569444867,0.868532982890474,30,102493,"Control","Wadop Lake"
2001,0.539072049642716,0.702382175295617,0.695580515235708,0.781012979467023,45,102493,"Control","Wadop Lake"
2002,0.515213777634653,0.882605041381604,0.81233152326496,0.968784191341356,45,102493,"Control","Wadop Lake"
2003,0.857528549502715,0.963344346441238,0.967387030250665,1.08215276845215,25,102493,"Control","Wadop Lake"
2004,0.588375400929725,0.758179591761257,0.742425610352284,0.858645693478934,25,102493,"Control","Wadop Lake"
2005,0.55867475464443,0.701632387792724,0.686873702914186,0.820761753284941,30,102493,"Control","Wadop Lake"
2006,0.484553065900356,0.788633790452951,0.778150900184867,0.998790727700981,30,102493,"Control","Wadop Lake"
2007,0.348779019638841,0.784403768270688,0.743068952533281,0.917152818423955,50,102493,"Control","Wadop Lake"
2008,0.490705810447497,0.763126065118025,0.737804076209149,0.902232382975752,45,102493,"Control","Wadop Lake"
2009,0.437518395857351,0.677541636133602,0.638449465657512,0.726607311129376,35,102493,"Control","Wadop Lake"
2010,0.237088767490155,0.625991700108649,0.577758214439123,0.972092436777015,30,102493,"Control","Wadop Lake"
2011,0.436954033437279,0.685852442640849,0.661558405572753,0.823723171377616,30,102493,"Control","Wadop Lake"
2012,0.51836876896779,0.670494489622819,0.680468936400216,0.820332386835606,50,102493,"Control","Wadop Lake"
2013,0.596427904194429,0.596427904194429,0.596427904194429,0.596427904194429,5,102493,"Control","Wadop Lake"
2014,0.667828173707256,0.937617680311222,0.935766240854159,1.15927369128815,30,102493,"Control","Wadop Lake"
2015,0.733860291209605,0.919347247481938,0.919347247481938,1.10483420375427,10,102493,"Control","Wadop Lake"
2016,0.687658057420935,0.884900205733823,0.901557160990055,1.12340489520328,30,102493,"Control","Wadop Lake"
2017,0.889692808202595,0.91472680967079,0.91472680967079,0.939760811138985,10,102493,"Control","Wadop Lake"
2018,0.622889784779146,0.707264200387655,0.747246554513002,0.871469079305729,25,102493,"Control","Wadop Lake"
2019,0.695472566810515,0.801913657738391,0.839891170552267,1.00831836453544,35,102493,"Control","Wadop Lake"
2020,0.693945163922184,1.01909998051917,0.989961448822882,1.22770067033101,20,102493,"Control","Wadop Lake"
