"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.833794123258663,1.01428320251543,0.986952487039687,1.04546021686869,35,223,"Burned","Greenwood Lake"
1985,0.66766398301925,0.780664785749859,0.788111278043868,0.937611668982112,30,223,"Burned","Greenwood Lake"
1986,0.717465858072921,0.865757239179702,0.852043118604883,1.01509347316371,45,223,"Burned","Greenwood Lake"
1987,0.640398840871496,0.834598425648201,0.866755854390048,1.0855415141727,50,223,"Burned","Greenwood Lake"
1988,0.893705203209758,0.996814690994833,1.05556376284177,1.29936302734497,40,223,"Burned","Greenwood Lake"
1989,0.689991673954708,0.87375831246836,0.900854845750388,1.09124951280876,40,223,"Burned","Greenwood Lake"
1990,0.655078755146055,0.977698956077778,0.970135177476533,1.15262766299211,75,223,"Burned","Greenwood Lake"
1991,0.72840180145919,0.868355267555943,0.88212546205653,1.13172299298661,45,223,"Burned","Greenwood Lake"
1992,0.749709094046409,0.890624706764001,0.91929419378922,1.21441580847879,50,223,"Burned","Greenwood Lake"
1993,0.750245092331431,0.911672099283874,0.920680663616623,1.25467561093512,50,223,"Burned","Greenwood Lake"
1994,0.802915791585074,0.833538417429077,0.925282910733922,1.28928612076999,30,223,"Burned","Greenwood Lake"
1995,0.65435191497171,0.802024022270988,0.811733554628699,1.00937531241106,60,223,"Burned","Greenwood Lake"
1996,0.634190417967899,0.779233356630667,0.827372316416565,1.2043738777402,50,223,"Burned","Greenwood Lake"
1997,0.654409272553219,0.752170240585833,0.787853906578131,1.01306249970363,25,223,"Burned","Greenwood Lake"
1998,0.525942345435019,1.00851213980943,0.955167915304649,1.14104770501628,45,223,"Burned","Greenwood Lake"
1999,0.540411624531574,0.572673261919154,0.604371076990514,0.731726159592173,20,223,"Burned","Greenwood Lake"
2000,0.59645622025133,0.878031487442069,0.793763126644856,0.909666756685879,30,223,"Burned","Greenwood Lake"
2001,0.3398300649826,0.702265980096158,0.677199626211224,0.919504828482254,50,223,"Burned","Greenwood Lake"
2002,0.531395176663359,0.715633549583247,0.713563234086253,0.925227322142662,65,223,"Burned","Greenwood Lake"
2003,0.567700412568803,0.777717797377081,0.739278136651688,0.900629075598994,35,223,"Burned","Greenwood Lake"
2004,0.501196719289082,0.695326123578757,0.676223886576077,0.825771668969775,45,223,"Burned","Greenwood Lake"
2005,0.550156990998278,0.753412404434453,0.763337020273468,0.946712785913954,45,223,"Burned","Greenwood Lake"
2006,0.612985840798285,0.733779101846167,0.750654812115781,0.965599493660668,45,223,"Burned","Greenwood Lake"
2007,0.51686861423799,0.742533785470426,0.726968353084712,1.00121261997781,55,223,"Burned","Greenwood Lake"
2008,0.498026523571555,0.810110322655447,0.817302033863279,1.29988029819423,55,223,"Burned","Greenwood Lake"
2009,0.53148311032334,0.605859815110016,0.697580328051853,1.09475240710084,50,223,"Burned","Greenwood Lake"
2010,0.468776301792625,0.694903676718969,0.68138689527933,1.0256072197013,45,223,"Burned","Greenwood Lake"
2011,0.619756548792116,0.679013731962709,0.725567020977726,0.942537749902344,45,223,"Burned","Greenwood Lake"
2012,0.486114028270533,0.633602367933204,0.671875758932887,0.931527403584851,70,223,"Burned","Greenwood Lake"
2013,0.544690047832909,0.610550640696196,0.620898791066008,0.717803835038731,20,223,"Burned","Greenwood Lake"
2014,0.781198311837567,0.84061749417951,0.882213115598058,1.07123806042303,25,223,"Burned","Greenwood Lake"
2015,0.482897820869156,0.814952832937352,0.771211398060757,0.911014733169213,35,223,"Burned","Greenwood Lake"
2016,0.604936663597795,0.88208657149096,0.826304058966372,1.09283110693135,25,223,"Burned","Greenwood Lake"
2017,0.429439048637846,0.710174496635568,0.658722990368904,0.785103919566636,20,223,"Burned","Greenwood Lake"
2018,0.497094604965268,0.672123895982056,0.678628280248189,0.872611148866922,35,223,"Burned","Greenwood Lake"
2019,0.467610197567798,0.666078229686848,0.66410214644757,0.957254260372062,60,223,"Burned","Greenwood Lake"
2020,0.562709350642025,0.667044372332276,0.735226985099545,0.977179110563984,35,223,"Burned","Greenwood Lake"
