"Year","min_logChl","median_logChl","mean_logChl","max_logChl","nSamples","lagoslakeid","Type","Site"
1984,0.892390026118147,1.17143374897192,1.14484734073961,1.35184292617694,40,58010,"Control","Kitigan Lake"
1985,0.982146377292578,1.02977034849003,1.0471370184654,1.10367985388853,25,58010,"Control","Kitigan Lake"
1986,1.00682220977515,1.15284185690765,1.16394187111894,1.53027853591259,55,58010,"Control","Kitigan Lake"
1987,0.961465235007949,1.16617853155542,1.16814675991604,1.43393878785656,40,58010,"Control","Kitigan Lake"
1988,0.610735279066146,0.96361530685526,0.95076438422974,1.11097469220775,50,58010,"Control","Kitigan Lake"
1989,0.842396111615293,0.910657336562666,1.03463079268133,1.36526471825652,35,58010,"Control","Kitigan Lake"
1990,0.996959546016516,1.11833644767517,1.1518875726792,1.30669624674763,55,58010,"Control","Kitigan Lake"
1991,0.865698203352575,1.19385636151937,1.14828081024027,1.31847662778815,50,58010,"Control","Kitigan Lake"
1992,0.856515421781733,1.07490241873948,1.09316137955762,1.36154049760836,40,58010,"Control","Kitigan Lake"
1993,0.796344482606843,1.20052685225028,1.1223751270278,1.30613745660105,35,58010,"Control","Kitigan Lake"
1994,0.925352766927351,1.10090024884299,1.15101748454744,1.48841613013002,30,58010,"Control","Kitigan Lake"
1995,0.879343978566272,0.956737450663024,1.0674545334393,1.33721545626039,40,58010,"Control","Kitigan Lake"
1996,0.7824643812375,0.989831859506553,0.996872404536317,1.20569028526041,30,58010,"Control","Kitigan Lake"
1997,0.932690878660126,0.958528671165918,1.05838677458381,1.34079386478596,25,58010,"Control","Kitigan Lake"
1998,0.986485838660806,1.03526377323028,1.05016070592707,1.11690535261271,30,58010,"Control","Kitigan Lake"
2000,0.745775551409851,0.856384388827339,0.910638786992391,1.14685694717481,40,58010,"Control","Kitigan Lake"
2001,0.697553377221824,0.892671371887406,0.877130027017586,1.07357795185162,40,58010,"Control","Kitigan Lake"
2002,0.716598644179328,0.88712162353067,0.880549902963042,1.04357258067749,50,58010,"Control","Kitigan Lake"
2003,0.591883136453436,0.981906614146078,0.983824523353243,1.347921970945,50,58010,"Control","Kitigan Lake"
2004,0.52783241128773,0.9671106117059,0.96232309825639,1.42852573101792,30,58010,"Control","Kitigan Lake"
2005,0.782429521042042,0.881413680202478,0.935134916015465,1.21581542544873,35,58010,"Control","Kitigan Lake"
2006,0.560036576941313,0.964304290885122,0.966939383084047,1.27281737163286,30,58010,"Control","Kitigan Lake"
2007,0.460865178333719,0.967136955496143,0.921886461450956,1.18868477791516,55,58010,"Control","Kitigan Lake"
2008,0.579198044374419,0.866951563668602,0.883794555757623,1.14902411519085,50,58010,"Control","Kitigan Lake"
2009,0.625334063902538,0.8930472977164,0.919939608774323,1.30301611378705,35,58010,"Control","Kitigan Lake"
2010,0.704596907309826,0.993324023246846,0.938546827290092,1.06294235535685,20,58010,"Control","Kitigan Lake"
2011,0.650439987716505,0.831909166844684,0.888715060203188,1.1018853377512,40,58010,"Control","Kitigan Lake"
2012,0.43924775781135,0.861770858037155,0.914254172962651,1.38699471046002,65,58010,"Control","Kitigan Lake"
2013,0.747424717975912,1.03664534893167,1.03544699337437,1.32227091321554,15,58010,"Control","Kitigan Lake"
2014,1.04555389435854,1.08980995271346,1.107431619983,1.20455268014656,20,58010,"Control","Kitigan Lake"
2015,1.27188996524618,1.27188996524618,1.27188996524618,1.27188996524618,5,58010,"Control","Kitigan Lake"
2016,0.745666733593435,1.29737407670298,1.22187805996265,1.40987820221152,25,58010,"Control","Kitigan Lake"
2017,1.07241580801489,1.08699923235248,1.08252394439883,1.08815679282912,15,58010,"Control","Kitigan Lake"
2018,0.859094328051116,0.969299881336679,0.977864649858491,1.11376450870949,20,58010,"Control","Kitigan Lake"
2019,0.921861486343961,1.16152227810867,1.12287698184467,1.32708509563078,40,58010,"Control","Kitigan Lake"
2020,0.960461231508305,1.1131550124764,1.09341433223401,1.17605253162476,30,58010,"Control","Kitigan Lake"
