"lagoslakeid","ws_vbs_Unburned_pct","ws_vbs_Low_pct","ws_vbs_ModerateLow_pct","ws_vbs_ModerateHigh_pct","ws_vbs_High_pct","ws_vbs_total_burn_pct","ws_sbs_Unburned_pct","ws_sbs_Unburned_Low_pct","ws_sbs_Low_pct","ws_sbs_Moderate_pct","ws_sbs_High_pct","ws_sbs_total_burn_pct","buff100m_vbs_Unburned_pct","buff100m_vbs_Low_pct","buff100m_vbs_ModerateLow_pct","buff100m_vbs_ModerateHigh_pct","buff100m_vbs_High_pct","buff100m_vbs_total_burn_pct","buff100m_sbs_Unburned_pct","buff100m_sbs_UnburnedLow_pct","buff100m_sbs_Low_pct","buff100m_sbs_Moderate_pct","buff100m_sbs_High_pct","buff100m_sbs_total_burn_pct"
223,91.512923967031,2.16928192703077,1.33036172607831,1.85701718556514,3.12886163836713,8.48552247704135,90.2939004157704,1.62087668455629,6.45606058350266,1.53025258877439,0.0989097273962467,8.0852228996733,84.3752644709833,2.33755885867179,1.40253531520308,3.22337063669479,8.66127071844706,15.6247355290167,85.1626527181148,1.03344707436016,8.48902953938703,5.29026478541511,0.024605882722861,13.803900207525
414,69.073969432726,7.54344276855816,6.33426815618679,9.33809416881624,7.70675083402211,30.9225559275833,68.0333148453546,4.73767121829988,24.4110811471697,2.80229691056755,0.0156358786082504,27.2290139363455,0,0,0,0,0,0,100,0,0,0,0,0
430,86.9444812363372,6.55206228347634,2.73650672522046,2.43677093826617,1.27995281996694,13.0052927669299,81.4082802416195,9.18649682178804,9.01961689715944,0.324038688599225,0.0615673508338528,9.40522293659252,0,0,0,0,0,0,100,0,0,0,0,0
14101,9.15018564510635,0.519141796313678,3.63399257419575,17.6508210746651,69.0458589097192,90.8498143548937,24.205297738203,0,42.0504855014079,32.7059331677617,1.03828359262736,75.794702261797,0.30462626511941,0.339099910662859,5.08649865994289,21.702394282423,72.5673808818519,99.6953737348806,12.5122230489823,0,42.3874888328574,44.4220882968346,0.678199821325718,87.4877769510177
15139,99.5929870171382,0.230853786090882,0.087014119372717,0.0514981522818121,0.036581446103632,0.405947503849043,99.4608676195601,0.21664739925452,0.319998863489053,0.00248611769636334,0,0.322484981185416,63.1771726972636,27.8416499118251,4.49058869545566,3.29309837666749,1.19749031878818,36.8228273027364,56.2916033642316,22.7523160569754,20.9560805787931,0,0,20.9560805787931
27717,10.2165231391558,12.5479141241384,13.6651941488905,23.7207143716589,39.8496542161564,89.7834768608442,8.98465029135225,9.13877763835651,55.6634637972624,24.2936784869164,1.9194297861125,81.8765720702913,8.91693446468948,10.6367858672247,14.5697150954422,31.910357601674,33.9662069709696,91.0830655353105,27.866502564283,1.07261706224114,51.2174647220146,15.4635626473098,4.37985300415134,71.0608803734757
29814,94.6710337584143,3.50725795811855,1.03292737722367,0.704268666288866,0.0845122399546639,5.32896624158575,95.9058514866407,1.2395128526684,2.85463566069087,0,0,2.85463566069087,0,0,0,0,0,0,100,0,0,0,0,0
38199,27.9724287718134,17.8013906275923,14.841405107012,14.2003891344022,25.1843863591801,72.0275712281866,29.337415725253,9.61523958914647,44.4902791813095,14.7848448741346,1.77222063015641,61.0473446856005,38.8678431932663,11.7387351196604,16.1053177487128,18.600507822457,14.6875961159035,61.1321568067337,42.2703751120085,3.85620284124108,48.429370976763,5.44405106998741,0,53.8734220467504
50749,30.1121358631617,11.9591272904563,13.639133791086,20.1817467733853,24.1058248351142,69.8858326900418,23.6087975189263,8.86387952166199,55.4002627337857,11.7187394195479,0.408320806078089,67.5273229594117,2.01661918297944,11.2144482570137,21.1129153410106,36.6186065535143,29.037410665482,97.9833808170206,11.4001371123175,2.63196234603384,74.5818025664154,10.3275913795458,1.05850659568752,85.9679005416487
51824,44.8783370118522,18.2574919942644,5.43734051195305,12.4709644769565,18.9558660049739,55.1216629881478,60.2425652474626,1.34686416351131,31.0277596186678,7.23315939663479,0.149651573723478,38.4105705890261,8.9864978293728,15.1689170284379,15.9028968846526,21.5300757822989,38.4116124752378,91.0135021706272,8.00785802108648,9.0524182266484,72.1746858611157,10.7650378911495,0,82.9397237522652
66287,95.710450566275,4.26531469116153,0.0242347425634178,0,0,4.28954943372495,74.5292855658479,24.1378035931641,1.33291084098798,0,0,1.33291084098798,0,0,0,0,0,0,100,0,0,0,0,0
66295,58.3712946180023,6.27904092732315,4.05552856193989,6.72049061324041,24.5655133115958,41.6205734140993,58.3689711986027,3.43401387255638,20.0406540309439,16.1036198583818,2.05274103951527,38.197014928841,3.56713678254608,10.0505640819281,12.6781625347198,29.4947926325864,44.2093439682197,96.432863217454,9.61061322396691,3.74432779522811,59.3837250330915,21.2178575062926,6.04347644142082,86.6450589808049
73430,12.2382409714251,21.6539594541464,30.1890967572405,21.6934739786977,14.2252288384903,87.7617590285749,9.86736949834334,10.8269797270732,73.8526463864955,5.45300438808795,0,79.3056507745834,13.9357956956775,26.7128240682269,22.103921324061,19.2821441337553,17.9653147782793,86.0642043043225,16.3813359272757,15.5197745466811,60.386031872541,7.71285765350212,0,68.0988895260431
113774,91.0349590855658,1.80145249144046,1.66071401554668,3.01039599936808,2.49247840807895,8.96504091443417,88.9661034899272,2.09418852129954,7.96157558131148,0.95420686655987,0.0239255409019436,8.93970798877329,0,0,0,0,0,0,100,0,0,0,0,0
133329,92.6343434133433,2.85122190451228,2.37601825376023,1.81171391849218,0.326702509892032,7.36565658665672,92.5452427288273,1.87111437483618,5.58364289633655,0,0,5.58364289633655,0,0,0,0,0,0,100,0,0,0,0,0
