lagoslakeid,lake_namegnis,lake_states,lake_depth_state,lake_lat_decdeg,lake_lon_decdeg,lake_maxdepth_m,lake_meandepth_m,lake_waterarea_ha,lake_depth_sourcename,lake_depth_sourceurl,lake_maxdepth_effort,lake_meandepth_effort
1,NULL,MA,MA,42.5473372,-73.17393664,2.7,NA,114.9470119,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
2,NULL,MA,MA,42.18385324,-73.04747921,7.619628162,NA,24.86589924,NULL,NULL,bathymetry,NULL
3,NULL,MA,MA,42.53145166,-73.19187116,1.8,NA,75.41099948,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
4,NULL,MA,MA,42.4542323,-71.14089199,5.2,NA,9.255881001,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
5,NULL,MA,MA,42.60411064,-70.82276426,3.4,NA,13.99848119,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
6,NULL,MA,MA,42.14209147,-72.11981906,12.19140506,7,80.29083446,NULL,NULL,bathymetry,LAGOSNE
7,NULL,MA,MA,42.69828117,-71.00226768,12.5,5.2,24.0288843,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
8,NULL,MA,MA,42.62187503,-72.37198446,9.143553795,4.6,17.97959348,NULL,NULL,bathymetry,LAGOSNE
9,NULL,MA,MA,42.04511199,-72.75327682,13.71533069,NA,18.63133911,NULL,NULL,bathymetry,NULL
10,NULL,MA,MA,42.02665032,-72.75643874,12.19140506,NA,112.8263549,NULL,NULL,bathymetry,NULL
11,NULL,MA,MA,42.1619772,-70.84923039,1.5,NA,24.60098013,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
12,NULL,MA,MA,42.30681877,-71.37373044,16.76318196,NA,54.44620614,NULL,NULL,bathymetry,NULL
13,NULL,MA,MA,41.77405232,-69.98289738,13.4,6.4,13.39310912,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
14,NULL,MA,MA,42.28226899,-71.42684695,5.5,1.2,48.65931511,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
15,NULL,MA,MA,42.6178114,-71.07004078,1.8,NA,20.21496146,MA_DFW_bathymetry_maps,NULL,LAGOSNE,NULL
16,NULL,MA,MA,41.68435053,-70.97381975,6.1,1.2,34.80959191,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
17,NULL,MA,MA,41.72852825,-70.11951247,3.047851265,NA,140.3624213,NULL,NULL,bathymetry,NULL
18,NULL,MA,MA,41.96915387,-71.32515555,9.1,3,21.89514501,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
19,NULL,MA,MA,42.46030514,-72.79767118,4.3,2.4,20.73933739,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
20,NULL,MA,MA,42.02810234,-70.8272876,7.619628162,4.6,35.69983021,NULL,NULL,bathymetry,LAGOSNE
21,NULL,MA,MA,42.23447986,-71.5811673,7.619628162,1.8,226.9444189,NULL,NULL,bathymetry,LAGOSNE
22,NULL,MA,MA,41.74012742,-70.06691783,18.28710759,8.8,55.96754832,NULL,NULL,bathymetry,LAGOSNE
23,NULL,MA,MA,42.67286498,-71.42831251,1.8,1.2,29.23137606,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
24,NULL,MA,MA,41.90395724,-70.55591167,9.143553795,3.7,24.1983062,NULL,NULL,bathymetry,LAGOSNE
25,NULL,MA,MA,42.47067931,-71.15827203,13.71533069,3,43.63542676,NULL,NULL,bathymetry,LAGOSNE
26,NULL,MA,MA,41.79922794,-70.56437238,13.71533069,6.1,167.8396719,NULL,NULL,bathymetry,LAGOSNE
27,NULL,MA,MA,42.16949044,-73.27591942,13.71533069,6.1,78.67334507,NULL,NULL,bathymetry,LAGOSNE
28,NULL,MA,MA,42.31740461,-71.12064943,15.23925632,7.6,27.00741136,NULL,NULL,bathymetry,LAGOSNE
29,NULL,MA,MA,42.18243235,-73.19722354,9.143553795,4.9,103.9754326,NULL,NULL,bathymetry,LAGOSNE
30,NULL,MA,MA,42.05597442,-70.82571565,2.7,1.5,41.54577363,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
31,NULL,MA,MA,42.5234311,-71.68708339,13.71533069,9.1,30.7829841,NULL,NULL,bathymetry,LAGOSNE
32,Long Pond,MA,MA,41.7236633,-70.06606007,21.33495885,7,295.3398673,NULL,https://www.mass.gov/doc/long-pond-map-and-fact-sheet/download,LAGOSNE_Q500,LAGOSNE
33,NULL,MA,MA,42.63375415,-71.38976417,6.4,3,31.08202723,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
34,NULL,MA,MA,42.00174544,-70.8375901,3.047851265,2.1,98.93146024,NULL,NULL,bathymetry,LAGOSNE
35,NULL,MA,MA,42.69957177,-72.88914278,2.4,1.5,32.19074486,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
36,NULL,MA,MA,42.3247832,-73.26872195,16.2,7.9,70.23711923,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
37,NULL,MA,MA,42.19611227,-72.0686928,3.047851265,1.8,219.9926467,NULL,NULL,bathymetry,LAGOSNE
38,NULL,MA,MA,42.68146043,-72.03562709,9.4,1.5,39.19022212,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
39,NULL,MA,MA,41.94455512,-71.11171025,9.143553795,2.7,107.416556,NULL,NULL,bathymetry,LAGOSNE
40,NULL,MA,MA,42.14581339,-72.51368144,6.7,5.2,11.23554081,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
41,NULL,MA,MA,42.06339053,-71.35092478,10.66747943,3.7,95.79519552,NULL,NULL,bathymetry,LAGOSNE
42,NULL,MA,MA,42.20324217,-73.36785644,4.9,2.1,11.24735073,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
44,NULL,MA,MA,42.52950181,-71.02824394,1.8,0.9,36.54933284,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
45,NULL,MA,MA,42.30531409,-72.43324223,3.047851265,NA,20.44842488,NULL,NULL,bathymetry,NULL
46,NULL,MA,MA,42.09653231,-71.77501455,10.66747943,4,147.6249453,NULL,NULL,bathymetry,LAGOSNE
47,NULL,MA,MA,42.5406095,-72.27607086,4.6,1.2,84.56607197,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
49,NULL,MA,MA,42.54251694,-72.95687397,2.7,1.5,24.12706459,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
50,Quacumquasit Pond,MA,MA,42.17286421,-72.07299727,22.25,6.4,90.09168146,NULL,https://massachusettspaddler.com/quacumquasit-pond-brookfield-southworcester-county,LAGOSNE_Q500,LAGOSNE_Q500
51,NULL,MA,MA,42.25233376,-73.12343934,5.8,4,32.5605725,MA_DFW_bathymetry_maps,NULL,LAGOSNE,LAGOSNE
52,NULL,NJ,NJ,40.41376809,-74.23630311,3.6576,1.585,30.54326557,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE,LAGOSNE
53,Wawayanda Lake,NJ,NJ,41.17545622,-74.43799621,24.0792,9.144,100.2709565,NJ_Lake_Survey_Map_Guide_from_1989,https://usa.fishermap.org/depth-map/wawayanda-lake/,LAGOSNE_Q500,LAGOSNE_Q500
54,Mountain Lake,NJ,NJ,40.85863051,-74.98470401,11.8872,5.1816,47.17454159,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE_Q500,LAGOSNE_Q500
55,NULL,NJ,NJ,41.31727306,-74.66705162,4.8768,2.0726,7.371470721,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE,LAGOSNE
56,NULL,NJ,NJ,40.44000081,-74.46161255,6.096,1.8288,89.57296647,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE,LAGOSNE
57,NULL,NJ,NJ,39.81823839,-75.01282874,3.6576,2.4079,5.472437537,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE,LAGOSNE
58,NULL,NJ,NJ,39.80727779,-74.771469,3.048,1.9507,3.524537028,NJ_Lake_Survey_Map_Guide_from_1989,NULL,LAGOSNE,LAGOSNE
61,NULL,MN,MN,47.23527357,-91.82196962,4.571776867,NA,75.22530422,NULL,NULL,bathymetry,NULL
62,NULL,MN,MN,45.51446459,-95.66440378,1.218945503,NA,914.9659584,NULL,NULL,bathymetry,NULL
63,NULL,MN,MN,47.76305482,-91.60830595,5.789777279,NA,75.68277218,NULL,NULL,bathymetry,NULL
64,NULL,MN,MN,44.08711222,-93.48483377,7.619627953,NA,255.5632799,NULL,NULL,bathymetry,NULL
65,NULL,IN,IN,41.23488888,-85.98465253,12.2,3.7,26.51796576,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
67,NULL,MN,MN,45.3032741,-93.90461608,18.17821312,NA,89.77021644,NULL,NULL,bathymetry,NULL
68,NULL,MN,MN,46.30238981,-92.88439761,4.9,NA,5.861850839,MN_MPCA_CHEM,NULL,LAGOSNE,NULL
69,NULL,IN,IN,39.09817931,-87.14357356,9.4,NA,7.516912653,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
71,NULL,MN,MN,43.51048998,-95.62113304,4,NA,45.19352048,NULL,NULL,LAGOSNE,NULL
73,NULL,MN,MN,48.5643998,-93.17219112,46,NA,18522.55085,NULL,NULL,LAGOSNE,NULL
74,NULL,MN,MN,44.08185343,-93.06106217,1.828710794,NA,246.7419647,NULL,NULL,bathymetry,NULL
75,NULL,MN,MN,44.78589333,-93.74173099,4.266307354,NA,55.96877128,NULL,NULL,bathymetry,NULL
79,NULL,MN,MN,45.19823399,-93.8543259,26.48914909,11.58,291.3260981,NULL,NULL,bathymetry,LAGOSNE
80,NULL,MN,MN,47.51152768,-95.73817718,5,NA,195.5312549,NULL,NULL,LAGOSNE,NULL
81,NULL,NY,NY,43.55693489,-73.44338408,5.9,NA,501.079046,NULL,NULL,LAGOSNE,NULL
84,NULL,MN,MN,44.79323691,-93.17192349,2,NA,15.94144971,NULL,NULL,LAGOSNE,NULL
88,NULL,MN,MN,48.19733246,-92.24725329,11,NA,67.57087378,NULL,NULL,LAGOSNE,NULL
90,NULL,MN,MN,47.52221057,-91.0958517,1,NA,44.47887701,NULL,NULL,LAGOSNE,NULL
93,NULL,MN,MN,48.03943741,-91.78926765,16,NA,23.94252084,NULL,NULL,LAGOSNE,NULL
94,NULL,MN,MN,43.7291591,-94.74691943,4.013221264,NA,167.2262089,NULL,NULL,bathymetry,NULL
95,NULL,MN,MN,45.52219275,-95.79359066,5.181344032,NA,144.3986942,NULL,NULL,bathymetry,NULL
97,NULL,VT,VT,43.34855807,-72.50376927,5,NA,39.00565567,NULL,NULL,LAGOSNE,NULL
98,NULL,MN,MN,47.85472547,-90.61972444,2,NA,7.564579067,NULL,NULL,LAGOSNE,NULL
102,NULL,MN,MN,47.71551025,-95.76336101,5.790762424,NA,20.5245346,NULL,NULL,bathymetry,NULL
103,NULL,MN,MN,44.3908004,-96.17005072,2,NA,85.24125935,NULL,NULL,LAGOSNE,NULL
104,NULL,MN,MN,48.2658685,-92.06038739,51.5,NA,5733.997593,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
105,NULL,MN,MN,48.27479676,-92.25830363,20.24523163,NA,67.6607304,NULL,NULL,bathymetry,NULL
106,NULL,MN,MN,45.34130841,-92.90045919,8.827812195,NA,603.7290949,NULL,NULL,bathymetry,NULL
107,NULL,MN,MN,48.04180157,-91.48766396,5,NA,164.4633504,NULL,NULL,LAGOSNE,NULL
108,NULL,MN,MN,46.41074431,-92.47758559,2,NA,5.999557369,NULL,NULL,LAGOSNE,NULL
109,NULL,MN,MN,44.84979945,-93.35691529,4,NA,38.57411619,NULL,NULL,LAGOSNE,NULL
111,NULL,MN,MN,46.31255102,-92.89285073,5,NA,75.17251894,NULL,NULL,LAGOSNE,NULL
114,NULL,MN,MN,47.74686572,-92.0165983,5,NA,5.327362391,NULL,NULL,LAGOSNE,NULL
117,NULL,VT,VT,44.41665779,-72.94649272,4.3,NA,7.223521274,NLA2012,NULL,NLA,NULL
119,NULL,MN,MN,47.60418615,-91.0483906,5,NA,18.83778749,NULL,NULL,LAGOSNE,NULL
122,NULL,MN,MN,46.66982275,-92.40514835,7.923388958,NA,138.3417549,NULL,NULL,bathymetry,NULL
127,NULL,MN,MN,46.95236033,-92.06564994,2,1,45.95087672,NULL,NULL,LAGOSNE,LAGOSNE
128,NULL,MN,MN,45.70337771,-95.86344548,3.960542679,2.23,284.5835657,NULL,NULL,bathymetry,LAGOSNE
129,NULL,VT,VT,44.70845758,-72.0662023,13,NA,3.11284128,NULL,NULL,LAGOSNE,NULL
130,NULL,MN,MN,47.8565518,-91.60389843,15,NA,422.5462536,NULL,NULL,LAGOSNE,NULL
131,NULL,MN,MN,45.33569606,-94.70917079,40.21648788,NA,1191.026314,NULL,NULL,bathymetry,NULL
132,NULL,VT,VT,43.31471328,-72.93062704,2,NA,7.396771933,NULL,NULL,LAGOSNE,NULL
135,NULL,VT,VT,43.05254059,-73.03267578,4,NA,4.162512984,NULL,NULL,LAGOSNE,NULL
137,NULL,MN,MN,48.1085562,-92.35306796,8,NA,37.08552601,NULL,NULL,LAGOSNE,NULL
140,NULL,MI,MI,42.62306364,-85.5027259,0.914355379,NA,58.40349489,NULL,NULL,bathymetry,NULL
141,NULL,MN,MN,43.5616784,-94.48088065,2.742733717,NA,129.366744,NULL,NULL,bathymetry,NULL
142,NULL,MN,MN,45.36468165,-92.89759601,4.265254498,NA,90.96162769,NULL,NULL,bathymetry,NULL
143,NULL,MN,MN,48.42662539,-96.65392366,5.415328979,NA,17.31200041,NULL,NULL,bathymetry,NULL
148,NULL,MN,MN,48.09789629,-91.15812434,40,NA,784.4282928,NULL,NULL,LAGOSNE,NULL
150,NULL,IN,IN,39.2576916,-86.39156202,8.5,3,596.4977438,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
151,NULL,MN,MN,47.8779497,-91.51995807,14,NA,258.0208272,NULL,NULL,LAGOSNE,NULL
155,NULL,MN,MN,47.85433225,-93.29258069,5,NA,32.37829555,NULL,NULL,LAGOSNE,NULL
156,NULL,MN,MN,43.97661783,-94.64739004,4.282450676,NA,78.30641869,NULL,NULL,bathymetry,NULL
163,NULL,MN,MN,44.9497123,-93.70777364,23.1492939,NA,19.84528359,NULL,NULL,bathymetry,NULL
164,NULL,MN,MN,47.86428803,-93.31044883,4,NA,7.310850358,NULL,NULL,LAGOSNE,NULL
165,NULL,MN,MN,47.02747817,-95.58313117,4.571776867,NA,93.82957159,NULL,NULL,bathymetry,NULL
166,NULL,MN,MN,45.94496471,-94.24682096,1,NA,277.8762971,NULL,NULL,LAGOSNE,NULL
168,NULL,MN,MN,46.98017365,-93.59897776,7.346583366,NA,43.4043962,NULL,NULL,bathymetry,NULL
169,NULL,MN,MN,48.04379628,-92.19771905,8,NA,138.2562475,NULL,NULL,LAGOSNE,NULL
170,NULL,VT,VT,44.91031005,-71.8434579,4.3,NA,6.995460941,NULL,NULL,LAGOSNE,NULL
171,NULL,MN,MN,47.72483074,-90.61268407,6.095702648,NA,136.8457325,NULL,NULL,bathymetry,NULL
172,NULL,MN,MN,47.26691113,-93.60025305,3,NA,26.1395333,NULL,NULL,LAGOSNE,NULL
173,NULL,MN,MN,44.90044965,-93.26925069,1,NA,20.33940774,NULL,NULL,LAGOSNE,NULL
177,NULL,MN,MN,44.9648415,-93.53585647,16.166,NA,3.487689177,NULL,NULL,LAGOSNE,NULL
179,NULL,MN,MN,44.40570997,-93.33677954,4.256436348,NA,335.857433,NULL,NULL,bathymetry,NULL
180,NULL,MN,MN,44.63432254,-92.66976036,3,NA,21.91041261,NULL,NULL,LAGOSNE,NULL
185,NULL,MN,MN,47.91388042,-91.48315705,17,NA,359.4655193,NULL,NULL,LAGOSNE,NULL
187,NULL,MN,MN,48.08648839,-91.82989882,8,NA,126.9883124,NULL,NULL,LAGOSNE,NULL
188,NULL,MN,MN,45.0003912,-93.52087277,3,NA,44.61886901,NULL,NULL,LAGOSNE,NULL
189,NULL,MN,MN,44.61500649,-92.64924915,2,NA,65.93522228,NULL,NULL,LAGOSNE,NULL
191,NULL,MN,MN,44.96132408,-93.56184731,6.244498253,NA,20.73653774,NULL,NULL,bathymetry,NULL
192,NULL,MN,MN,46.05226643,-92.42305153,3.047851324,NA,31.300693,NULL,NULL,bathymetry,NULL
193,NULL,VT,VT,43.05594717,-72.70472593,6,NA,28.93788142,NULL,NULL,LAGOSNE,NULL
195,NULL,VT,VT,43.12634951,-72.78202048,8,NA,8.21162234,NULL,NULL,LAGOSNE,NULL
196,NULL,MN,MN,45.83720914,-95.16467007,2.44,NA,66.45581567,NULL,NULL,LAGOSNE,NULL
197,NULL,MN,MN,45.07587435,-93.24390556,5.5,NA,10.70456082,NULL,NULL,LAGOSNE,NULL
198,NULL,VT,VT,44.71339281,-71.92020954,22,7,32.89608556,NULL,NULL,LAGOSNE,LAGOSNE
200,NULL,MN,MN,45.99167214,-94.22813365,2,NA,41.56795395,NULL,NULL,LAGOSNE,NULL
201,NULL,VT,VT,44.32438127,-72.54169532,2,NA,4.200371444,NULL,NULL,LAGOSNE,NULL
202,NULL,VT,VT,44.61069892,-72.49798623,20,NA,3.547252877,NULL,NULL,LAGOSNE,NULL
203,NULL,MN,MN,44.79797157,-93.1248117,4.4,NA,5.408933746,NULL,NULL,LAGOSNE,NULL
204,NULL,MN,MN,47.95054096,-92.68456415,2,NA,122.182178,NULL,NULL,LAGOSNE,NULL
205,NULL,VT,VT,42.91801246,-72.91641793,12,NA,11.36588947,NULL,NULL,LAGOSNE,NULL
207,NULL,MN,MN,47.77877427,-90.61022914,3,NA,24.18206791,NULL,NULL,LAGOSNE,NULL
208,NULL,MN,MN,47.74854515,-91.03470475,3,NA,17.18064736,NULL,NULL,LAGOSNE,NULL
209,NULL,VT,VT,43.7309332,-72.91091861,14,8,302.7348529,NULL,NULL,LAGOSNE,LAGOSNE
210,NULL,MN,MN,47.86220736,-90.45645506,5,NA,13.42061084,NULL,NULL,LAGOSNE,NULL
211,Lake Champlain,NY VT,NY,44.18611545,-73.42017068,122,NA,113496.4045,NULL,wikipedia,LAGOSNE_Q500,NULL
212,NULL,MN,MN,46.82862238,-94.0140531,8,NA,6.652877193,NULL,NULL,LAGOSNE,NULL
213,NULL,MN,MN,47.92110218,-91.74744152,16.76007652,NA,257.2372135,NULL,NULL,bathymetry,NULL
217,NULL,MN,MN,47.95126082,-89.84557455,6.4,NA,25.93173868,NULL,NULL,LAGOSNE,NULL
222,NULL,MN,MN,45.33647176,-96.02227939,5.48606205,NA,131.1451607,NULL,NULL,bathymetry,NULL
223,NULL,MN,MN,47.51867595,-91.6325794,2.133484364,NA,533.8002329,NULL,NULL,bathymetry,NULL
226,NULL,MN,MN,47.53916778,-93.49441356,10,NA,10.77882984,NULL,NULL,LAGOSNE,NULL
227,NULL,MN,MN,47.94591756,-90.75521572,18,NA,9.749277112,NULL,NULL,LAGOSNE,NULL
230,Wazee Lake,WI,WI,44.29009442,-90.72291459,107,NA,56.03059524,NULL,dnr.wi.gov,LAGOSNE_Q500,NULL
231,NULL,VT,VT,44.73058835,-71.98186947,1,NA,6.381190968,NULL,NULL,LAGOSNE,NULL
233,NULL,MN,MN,48.03330741,-91.60373795,30,NA,5746.382652,NULL,NULL,LAGOSNE,NULL
235,NULL,VT,VT,43.69274287,-72.96575372,5,NA,8.014348204,NULL,NULL,LAGOSNE,NULL
240,NULL,MN,MN,47.77862556,-92.08764978,14.0165863,NA,262.6515543,NULL,NULL,bathymetry,NULL
241,NULL,VT,VT,42.82219469,-73.06533597,4,NA,4.277069199,NULL,NULL,LAGOSNE,NULL
247,NULL,MN,MN,48.06628371,-90.55868777,6.1,NA,3.126098113,NULL,NULL,LAGOSNE,NULL
251,NULL,MN,MN,45.36765899,-92.87896326,8.228097916,NA,422.8772673,NULL,NULL,bathymetry,NULL
252,NULL,MN,MN,47.57902221,-91.08755759,12.0179882,NA,120.1275277,NULL,NULL,bathymetry,NULL
253,NULL,VT,VT,43.73724929,-73.14623298,2,NA,7.815310718,NULL,NULL,LAGOSNE,NULL
254,NULL,MN,MN,47.96075069,-89.72845547,4.3,NA,19.1235455,NULL,NULL,LAGOSNE,NULL
256,NULL,MN,MN,45.31290267,-92.93664998,14.6,NA,14.32314176,NULL,NULL,LAGOSNE,NULL
259,NULL,MN,MN,47.74474263,-91.83810621,8,NA,2961.897895,NULL,NULL,LAGOSNE,NULL
260,NULL,MN,MN,47.89157156,-91.77047678,13.0488205,NA,1274.763037,NULL,NULL,bathymetry,NULL
262,NULL,MN,MN,47.66303365,-93.37587493,7,NA,6.356995995,NULL,NULL,LAGOSNE,NULL
263,NULL,MN,MN,44.94627471,-93.48777924,2,NA,8.230343761,NULL,NULL,LAGOSNE,NULL
265,NULL,MN,MN,47.58734319,-91.06568085,18.59189224,NA,17.03834047,NULL,NULL,bathymetry,NULL
268,NULL,VT,VT,44.56181054,-71.70204682,8,NA,3.790720698,NULL,NULL,LAGOSNE,NULL
269,NULL,MN,MN,46.19724502,-92.93823991,5,NA,42.29243914,NULL,NULL,LAGOSNE,NULL
271,NULL,MN,MN,44.98908936,-93.49084145,5,NA,9.842174696,NULL,NULL,LAGOSNE,NULL
273,NULL,WI,WI,45.31918529,-91.33221853,9,NA,121.8519419,NULL,NULL,LAGOSNE,NULL
275,NULL,VT,VT,43.71566874,-73.20569708,2,NA,8.801596909,NULL,NULL,LAGOSNE,NULL
277,NULL,VT,VT,44.66496612,-71.72261647,4,NA,4.648022357,NULL,NULL,LAGOSNE,NULL
279,NULL,MN,MN,46.84983158,-94.81707914,1,NA,90.22553868,NULL,NULL,LAGOSNE,NULL
280,NULL,MN,MN,45.04145337,-93.13868853,1.202,NA,6.443159394,NULL,NULL,LAGOSNE,NULL
283,NULL,MN,MN,44.9947841,-93.03564427,3.047,NA,8.501485301,NULL,NULL,LAGOSNE,NULL
284,NULL,ME,ME,44.40763683,-68.26832348,3.352799892,2.1336,6.817891799,NULL,NULL,bathymetry,LAGOSNE
291,NULL,MN,MN,44.03710838,-91.63704456,11.571908,NA,88.68800581,NULL,NULL,bathymetry,NULL
292,NULL,MN,MN,46.3569426,-92.79392829,6,NA,40.68408692,NULL,NULL,LAGOSNE,NULL
293,NULL,MN,MN,47.4866309,-93.36703107,12,NA,8.177297806,NULL,NULL,LAGOSNE,NULL
295,NULL,MN,MN,48.19479061,-92.81963494,9.441082001,NA,502.4824358,NULL,NULL,bathymetry,NULL
298,NULL,VT,VT,44.74646805,-72.59963777,14,NA,6.778524521,NULL,NULL,LAGOSNE,NULL
299,NULL,MN,MN,47.53611307,-94.78035473,5.18109417,NA,134.9683031,NULL,NULL,bathymetry,NULL
301,NULL,MN,MN,47.96648753,-89.81329154,2.4,NA,14.50062119,NULL,NULL,LAGOSNE,NULL
304,NULL,MN,MN,48.08180792,-90.63856418,5,NA,31.56736021,NULL,NULL,LAGOSNE,NULL
305,NULL,MN,MN,45.87428538,-95.4035448,2.134,NA,85.49183442,NULL,NULL,LAGOSNE,NULL
306,NULL,MN,MN,45.33862695,-94.53328045,6.095702648,NA,60.77205285,NULL,NULL,bathymetry,NULL
310,NULL,VT,VT,43.61746224,-72.39357384,11,NA,67.84244415,NULL,NULL,LAGOSNE,NULL
311,NULL,MN,MN,47.39628568,-91.16880236,2,NA,7.56580411,NULL,NULL,LAGOSNE,NULL
312,NULL,MN,MN,47.85301943,-91.55539947,3,NA,139.1005499,NULL,NULL,LAGOSNE,NULL
313,NULL,MN,MN,47.39477073,-93.56683444,3,NA,18.84471343,NULL,NULL,LAGOSNE,NULL
315,NULL,MN,MN,46.86199883,-93.98800289,31.96092606,NA,641.8065383,NULL,NULL,bathymetry,NULL
316,NULL,MN,MN,47.94674905,-91.74621385,9.74089241,NA,903.0327473,NULL,NULL,bathymetry,NULL
317,NULL,MN,MN,46.17081908,-95.69185043,14.01664448,NA,363.1368358,NULL,NULL,bathymetry,NULL
322,NULL,MN,MN,47.53588225,-92.36076246,30,NA,39.15324581,NULL,NULL,LAGOSNE,NULL
328,NULL,MN,MN,44.1954596,-93.90061486,3.047851324,NA,189.2592352,NULL,NULL,bathymetry,NULL
329,NULL,MN,MN,47.96449743,-91.57366143,21,NA,53.12474724,NULL,NULL,LAGOSNE,NULL
331,NULL,MN,MN,48.01128482,-90.07011119,15,NA,5.748444089,NULL,NULL,LAGOSNE,NULL
333,NULL,MN,MN,44.13765264,-95.6444757,3.154820919,NA,68.91790555,NULL,NULL,bathymetry,NULL
334,NULL,MN,MN,46.87113784,-95.85750791,9.143553734,NA,470.4646332,NULL,NULL,bathymetry,NULL
335,NULL,MN,MN,44.820923,-93.18468957,3,NA,12.89386772,NULL,NULL,LAGOSNE,NULL
336,NULL,MN,MN,47.48306249,-91.20858328,2,NA,15.4175011,NULL,NULL,LAGOSNE,NULL
338,NULL,MN,MN,44.0421578,-91.65669173,7.307681084,NA,35.75624988,NULL,NULL,bathymetry,NULL
339,NULL,MN,MN,47.01584296,-94.72554984,24.38281059,NA,193.3072813,NULL,NULL,bathymetry,NULL
341,NULL,MN,MN,45.24360102,-93.6574136,2,1,26.32935421,NULL,NULL,LAGOSNE,LAGOSNE
342,NULL,MN,MN,47.64016086,-91.1300891,3,NA,16.53355927,NULL,NULL,LAGOSNE,NULL
343,NULL,MN,MN,46.97248972,-94.13008346,23.97480392,NA,452.5708153,NULL,NULL,bathymetry,NULL
345,NULL,MN,MN,47.5253736,-92.15026425,9.143553734,NA,203.4857851,NULL,NULL,bathymetry,NULL
346,NULL,MN,MN,47.79390122,-93.4118963,14,NA,5.32870453,NULL,NULL,LAGOSNE,NULL
348,NULL,MN,MN,48.04380454,-90.46496073,6,NA,6.928226105,NULL,NULL,LAGOSNE,NULL
349,NULL,MN,MN,45.99296942,-95.68789144,1.1,NA,8.879582303,NLA2007,NULL,NLA,NULL
350,NULL,MN,MN,46.44706394,-92.45959388,6,NA,14.33984306,NULL,NULL,LAGOSNE,NULL
351,NULL,VT,VT,44.55608278,-72.77442752,8,NA,2.777032607,NULL,NULL,LAGOSNE,NULL
352,NULL,MN,MN,47.60741493,-91.06987457,5.485989094,NA,108.1425239,NULL,NULL,bathymetry,NULL
356,NULL,MN,MN,45.07655971,-93.24788423,1.52262044,NA,26.1881256,NULL,NULL,bathymetry,NULL
358,NULL,MN,MN,47.60921776,-93.44420393,1,NA,23.11389676,NULL,NULL,LAGOSNE,NULL
363,NULL,MN,MN,43.54688408,-93.5004015,1,NA,608.689635,NULL,NULL,LAGOSNE,NULL
364,NULL,MN,MN,46.81267795,-93.70051703,2,NA,264.9938239,NULL,NULL,LAGOSNE,NULL
367,NULL,VT,VT,45.00174342,-71.92566229,15,NA,6.091719954,NULL,NULL,LAGOSNE,NULL
368,NULL,MN,MN,47.78087859,-91.9445715,18.89666939,NA,947.6749636,NULL,NULL,bathymetry,NULL
369,NULL,MN,MN,43.91563862,-94.13774771,2.262731075,NA,44.0214415,NULL,NULL,bathymetry,NULL
371,NULL,MN,MN,46.54248837,-92.5304459,2.683594465,NA,15.33355848,NULL,NULL,bathymetry,NULL
372,NULL,MN,MN,47.93788493,-92.24820889,5,NA,332.7108651,NULL,NULL,LAGOSNE,NULL
373,NULL,MN,MN,44.95317029,-93.39431429,2,1,5.546896274,NULL,NULL,LAGOSNE,LAGOSNE
375,NULL,MN,MN,45.0079451,-93.06113469,1.523925662,NA,27.58924605,NULL,NULL,bathymetry,NULL
376,NULL,MN,MN,47.97980733,-89.90867478,2,NA,12.28908382,NULL,NULL,LAGOSNE,NULL
