lagoslakeid,lake_namegnis,lake_states,lake_depth_state,lake_lat_decdeg,lake_lon_decdeg,lake_maxdepth_m,lake_meandepth_m,lake_waterarea_ha,lake_depth_sourcename,lake_depth_sourceurl,lake_maxdepth_effort,lake_meandepth_effort
98538,NA,ME,ME,47.09459952,-68.53799511,5.181600094,NA,36.10536683,NULL,NULL,bathymetry,NULL
98543,NA,ME,ME,45.33347041,-69.26728961,5.486400127,NA,23.07475938,NULL,NULL,bathymetry,NULL
98544,NA,ME,ME,45.91639999,-69.20542746,23.46960068,NA,16.67631933,NULL,NULL,bathymetry,NULL
98549,NA,ME,ME,45.41517561,-68.85771597,8.229599953,NA,24.2832516,NULL,NULL,bathymetry,NULL
98552,NA,ME,ME,45.32131392,-69.29272697,36.27119827,NA,157.7450162,NULL,NULL,bathymetry,NULL
98562,NA,NH,NH,43.28661837,-71.04933358,6.09570253,3.9,21.51488196,NULL,NULL,bathymetry,LAGOSNE
98563,NA,ME,ME,43.76314565,-70.50532216,7.9248,3.9624,2.645684457,NULL,NULL,LAGOSNE,LAGOSNE
98564,NA,ME,ME,43.61270619,-70.87889428,3.048000097,NA,6.836082817,NULL,NULL,bathymetry,NULL
98583,NA,MA,MA,42.18026951,-72.40305014,12.7,NA,29.40576726,NULL,NULL,LAGOSNE,NULL
98668,NA,NY,NY,42.75697834,-74.65227227,5.3,NA,11.95910753,NULL,NULL,LAGOSNE,NULL
98733,NA,NJ,NJ,40.94669932,-74.74199631,5,2,77.94593726,NULL,NULL,LAGOSNE,LAGOSNE
98902,NA,MI,MI,46.46161835,-84.63544655,1.2192,NA,32.97257667,NULL,NULL,LAGOSUS,NULL
98959,NA,NY,NY,43.88150198,-74.43599079,4.3,1.9,44.738052,NULL,NULL,LAGOSNE,LAGOSNE
98961,NA,NY,NY,43.91743057,-75.23893706,19,7,39.69946732,NULL,NULL,LAGOSNE,LAGOSNE
99029,NA,IN,IN,41.15966614,-85.74551014,11,NA,6.053050088,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
99066,NA,IN,IN,41.23441983,-86.45480649,5.8,NA,8.083278092,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
99100,NA,MN,MN,45.2153688,-94.10104721,2.743066072,NA,37.23967867,NULL,NULL,bathymetry,NULL
99104,NA,MN,MN,46.58215625,-93.19200272,24.38281059,NA,35.75720278,NULL,NULL,bathymetry,NULL
99111,NA,MN,MN,47.00137838,-94.96550462,41.14599228,NA,659.1349134,NULL,NULL,bathymetry,NULL
99119,NA,MN,MN,45.81731332,-94.79653955,8.821304321,NA,26.45332448,NULL,NULL,bathymetry,NULL
99123,NA,MN,MN,47.41402611,-93.64916834,15.24,NA,24.55412587,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
99143,NA,MN,MN,46.85347463,-94.52229696,4.266111374,NA,40.51078464,NULL,NULL,bathymetry,NULL
99156,NA,MN,MN,45.84793113,-95.3436035,13.10045719,NA,69.2829813,NULL,NULL,bathymetry,NULL
99157,NA,MN,MN,47.18964709,-94.99558303,1,NA,96.75870392,NULL,NULL,LAGOSNE,NULL
99167,NA,MN,MN,43.94502982,-93.8552776,2,NA,79.02911287,NULL,NULL,LAGOSNE,NULL
99169,NA,MN,MN,44.8539817,-93.40088521,2.93741107,NA,39.8990031,NULL,NULL,bathymetry,NULL
99178,NA,MN,MN,47.56837149,-94.17843021,4.572,NA,15.07812788,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
99192,NA,MN,MN,45.26701197,-95.13813914,4.266851902,NA,42.31953038,NULL,NULL,bathymetry,NULL
99199,NA,MN,MN,46.38728884,-92.59481743,5.480731487,NA,186.9876861,NULL,NULL,bathymetry,NULL
99205,NA,MN,MN,45.17763851,-92.86701202,2,1,22.25363621,NULL,NULL,LAGOSNE,LAGOSNE
99216,NA,WI,WI,46.32295528,-91.73410642,1,NA,26.46116993,NULL,NULL,LAGOSNE,NULL
99231,NA,WI,WI,46.2543495,-89.84834897,7.7,NA,5.798846421,NLA2012,NULL,NLA,NULL
99242,NA,WI,WI,46.04327013,-89.73057786,1.7,NA,2.808538724,NULL,NULL,LAGOSNE,NULL
99253,NA,WI,WI,45.75144595,-89.41143853,1,NA,20.53117176,NULL,NULL,LAGOSNE,NULL
99256,NA,WI,WI,45.78852463,-89.91111284,6,NA,17.07753497,NULL,NULL,LAGOSNE,NULL
99263,NA,MI,MI,46.17461444,-89.12645131,7.619628162,NA,17.37071198,NULL,NULL,bathymetry,NULL
99293,NA,IA,IA,42.27662948,-95.05096005,5.486132277,NA,9.329460243,NULL,NULL,bathymetry,NULL
99295,NA,IA,IA,43.4594262,-94.94791331,1.5,NA,68.61207892,NLA2007,NULL,NLA,NULL
99307,NA,MO,MO,39.02178036,-90.91991796,21.2,NA,20.79886192,NULL,NULL,LAGOSNE,NULL
99417,NA,MN,MN,46.77487939,-96.02193859,7.286440372,NA,33.70608299,NULL,NULL,bathymetry,NULL
99424,NA,MN,MN,46.61100508,-95.70381616,33.21754456,NA,482.0195907,NULL,NULL,bathymetry,NULL
99428,NA,MN,MN,46.62767297,-95.65584123,20.4,NA,120.5853174,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
99430,NA,MN,MN,46.79153581,-95.89629326,7.924330711,NA,51.94678078,NULL,NULL,bathymetry,NULL
99432,NA,MN,MN,47.97228957,-92.06686021,8.2296,NA,20.55355653,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
99482,NA,NE,NE,41.34027945,-96.05076881,6.09570253,NA,139.6841532,NULL,NULL,bathymetry,NULL
99485,NA,MN,MN,47.98145008,-91.08680522,5.8,NA,4.800509946,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
99503,NA,MO,MO,40.23303622,-92.69747192,2.1,NA,4.153616592,NLA2012,NULL,NLA,NULL
99504,NA,MO,MO,39.95109215,-93.67496343,9.2,NA,6.949781418,NULL,NULL,LAGOSNE,NULL
99562,NA,ME,ME,46.26180348,-69.23854034,2.133599997,1,48.95152094,NULL,NULL,bathymetry,LAGOSNE
99570,NA,ME,ME,46.25458982,-69.58422751,10.36320019,2,184.25278,NULL,NULL,bathymetry,LAGOSNE
99572,NA,ME,ME,46.16846968,-69.37772548,4.572000027,NA,636.5529835,NULL,NULL,bathymetry,NULL
99577,NA,ME,ME,45.52112444,-69.93479229,8,NA,8.897189016,NULL,NULL,bathymetry,NULL
99582,NA,ME,ME,45.39611696,-69.88977663,6.705599785,2,140.0070849,NULL,NULL,bathymetry,LAGOSNE
99584,NA,ME,ME,45.01686433,-69.90309359,6.400800228,NA,12.69019137,NULL,NULL,bathymetry,NULL
99598,NA,ME,ME,43.99629844,-70.95749319,4.2672,2.4384,2.023876757,NULL,NULL,LAGOSNE,LAGOSNE
99638,NA,CT,CT,41.60754046,-71.93174001,4.876562024,NA,43.14199702,NULL,NULL,bathymetry,NULL
99642,NA,CT,CT,41.44924157,-71.94875194,21.03017373,NA,34.48668271,NULL,NULL,bathymetry,NULL
99648,NA,MA,MA,42.43962512,-73.07771036,6.09570253,NA,64.47365564,NULL,NULL,bathymetry,NULL
99717,NA,NY,NY,41.92726501,-74.79887697,2.2,NA,12.8866451,NULL,NULL,LAGOSUS,NULL
99782,NA,WI,WI,45.24436372,-88.69990673,1.5,NA,2.354280488,NLA2012,NULL,NLA,NULL
99816,NA,MI,MI,42.42241862,-85.44355793,9.143553795,NA,68.07440186,NULL,NULL,bathymetry,NULL
99840,NA,MI,MI,42.47558633,-85.87339664,9.143553795,NA,4.587728848,NULL,NULL,bathymetry,NULL
99848,NA,MI,MI,44.79900788,-84.9323403,5,NA,5.398591618,NULL,NULL,LAGOSNE,NULL
99851,NA,MI,MI,43.77062038,-85.891531,10.66747943,NA,8.631906419,NULL,NULL,bathymetry,NULL
99880,NA,MI,MI,45.40635524,-84.55129958,3.047851265,NA,11.55112854,NULL,NULL,bathymetry,NULL
99950,NA,NY,NY,44.03705243,-74.97538565,2.7,1.4,1.823683274,NULL,NULL,LAGOSNE,LAGOSNE
99952,NA,NY,NY,43.93825851,-74.71868473,4,3,22.10208067,NULL,NULL,LAGOSNE,LAGOSNE
99961,NA,NY,NY,44.2433943,-74.6562703,15.2,5.9,7.876299435,NULL,NULL,LAGOSNE,LAGOSNE
99969,NA,NY,NY,44.48953094,-74.16796428,5,2,8.185858348,NULL,NULL,LAGOSNE,LAGOSNE
100032,NA,IN,IN,41.28789377,-85.56822261,13.4,7.6,9.984883673,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
100047,NA,IN,IN,41.30857459,-85.75092148,8.8,NA,16.36985797,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
100063,NA,IN,IN,38.07611688,-87.58672407,7,NA,9.649241431,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
100096,NA,MN,MN,47.0737741,-94.60216927,24.38281059,NA,110.6752579,NULL,NULL,bathymetry,NULL
100099,NA,MN,MN,47.63232922,-93.42171002,1,NA,9.340018759,NULL,NULL,LAGOSNE,NULL
100128,NA,MN,MN,47.4887105,-95.26409272,8,NA,20.27632435,NULL,NULL,LAGOSNE,NULL
100152,NA,MN,MN,46.56993307,-94.32133066,6.695579052,NA,65.38777972,NULL,NULL,bathymetry,NULL
100184,NA,MN,MN,45.15009494,-95.14316658,2.0115695,NA,77.45408944,NULL,NULL,bathymetry,NULL
100185,NA,MN,MN,45.79442828,-95.61708624,5.485744953,NA,98.62282903,NULL,NULL,bathymetry,NULL
100189,NA,MN,MN,43.76328585,-95.04760134,3.505344152,NA,32.78389292,NULL,NULL,bathymetry,NULL
100191,NA,MN,MN,46.07758903,-95.72352692,14.62223721,NA,88.18605483,NULL,NULL,bathymetry,NULL
100202,NA,MN,MN,44.78532695,-93.67415447,4.8768,NA,18.55595846,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100219,NA,MN,MN,44.96442634,-92.91202533,2,1,2.525642453,NULL,NULL,LAGOSNE,LAGOSNE
100422,NA,MN,MN,46.91617853,-95.64697947,5.4864,NA,208.3083756,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100427,NA,MN,MN,47.75162247,-94.80228281,8,NA,38.59567086,NULL,NULL,LAGOSNE,NULL
100446,NA,MN,MN,47.66622767,-93.36997388,5.7912,NA,48.58129011,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100450,NA,MN,MN,47.70181793,-93.19127458,3.048,NA,6.012448975,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100453,NA,MN,MN,48.09804277,-90.9076878,18.288,NA,50.00396577,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100462,NA,MN,MN,47.63249301,-93.96228021,7.62,NA,36.51303202,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100469,NA,MN,MN,47.64061663,-92.75365282,6.9,NA,53.42688486,NULL,NULL,LAGOSNE,NULL
100479,NA,MO,MO,40.06153306,-94.53610041,7.7,NA,11.03202909,NULL,NULL,LAGOSNE,NULL
100533,NA,KS,KS,37.40285932,-94.7133403,2.01168,0.79248,1.474495291,NULL,NULL,LAGOSUS,LAGOSUS
100544,NA,ME,ME,46.16015223,-69.43878763,3.048000097,NA,307.5242852,NULL,NULL,bathymetry,NULL
100545,NA,ME,ME,45.34666653,-69.24496049,9.753600121,NA,81.62132267,NULL,NULL,bathymetry,NULL
100553,NA,ME,ME,46.0160129,-68.67623271,4,NA,109.2515326,NULL,NULL,bathymetry,NULL
100561,NA,ME,ME,44.89518033,-69.5599788,7.315199852,NA,43.64285897,NULL,NULL,bathymetry,NULL
100566,NA,ME,ME,45.28849098,-70.78330115,2,1,7.648482876,NULL,NULL,LAGOSNE,LAGOSNE
100570,NA,ME,ME,44.49229159,-68.96730384,5,2,15.41786342,NULL,NULL,LAGOSNE,LAGOSNE
100578,NA,NH,NH,43.85688094,-71.51617933,5.5,2.9,3.080650574,NH_SUNAPEE,NULL,LAGOSNE,LAGOSNE
100584,NA,NH,NH,43.66806079,-71.58427364,7.619628162,4,5.649111561,NULL,NULL,bathymetry,LAGOSNE
100594,NA,NH,NH,43.76773069,-71.99239849,7.3,2,4.015114398,NH_SUNAPEE,NULL,LAGOSNE,LAGOSNE
100648,NA,NY,NY,43.96724988,-73.60191943,6,3,3.330213029,NULL,NULL,LAGOSNE,LAGOSNE
100651,NA,NY,NY,41.32585191,-74.08090023,3,NA,5.834410376,NULL,NULL,LAGOSNE,NULL
100667,NA,NY,NY,41.20733477,-74.25915988,36.576,NA,122.9566891,NULL,NULL,LAGOSUS,NULL
100675,NA,NY,NY,41.07808723,-71.91013661,1.8288,1.2192,21.76307097,NULL,NULL,LAGOSNE,LAGOSNE
100687,NA,NY,NY,43.30740656,-74.64267076,4,2,3.419873612,NULL,NULL,LAGOSNE,LAGOSNE
100718,NA,NY,NY,41.59184313,-74.93790556,5.1,NA,12.88024814,NULL,NULL,LAGOSNE,NULL
100753,NA,WI,WI,46.4960744,-91.32715068,5,NA,4.379903467,NULL,NULL,LAGOSNE,NULL
100754,NA,MN,MN,47.98204803,-90.48338242,18.288,NA,20.99916435,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100765,NA,MN,MN,48.05805084,-90.33387206,9.144,NA,59.89690473,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
100820,NA,MI,MI,42.21641145,-85.19842938,9.143553795,NA,56.66590538,NULL,NULL,bathymetry,NULL
100824,NA,MI,MI,41.87215496,-85.86213654,2.7,NA,3.056671223,NLA2012,NULL,NLA,NULL
100832,NA,MI,MI,42.35847005,-84.34567287,11,NA,28.45227762,NULL,NULL,LAGOSNE,NULL
100882,NA,MI,MI,44.14329103,-84.56607926,7.619628162,NA,9.268434384,NULL,NULL,bathymetry,NULL
100951,NA,NY,NY,43.99742291,-75.22581314,10,4,9.918749449,NULL,NULL,LAGOSNE,LAGOSNE
100953,NA,NY,NY,43.71253919,-74.79953182,21.9,6.1,188.01377,NULL,NULL,LAGOSNE,LAGOSNE
100954,NA,NY,NY,43.78116701,-75.22197423,2,1,2.298068373,NULL,NULL,LAGOSNE,LAGOSNE
100958,NA,NY,NY,43.85195552,-74.89943881,4,2,3.423179095,NULL,NULL,LAGOSNE,LAGOSNE
100962,NA,NY,NY,44.12929527,-75.30312472,1.2,0.4,3.171100915,NULL,NULL,LAGOSNE,LAGOSNE
100964,NA,NY,NY,43.54437958,-75.15236695,23.2,NA,99.14175797,NULL,NULL,LAGOSNE,NULL
100965,NA,NY,NY,43.70140684,-74.96427303,3,1,19.62474206,NULL,NULL,LAGOSNE,LAGOSNE
100967,NA,NY,NY,44.0743635,-75.18911092,9.1,3.1,2.731606238,NULL,NULL,LAGOSNE,LAGOSNE
100970,NA,NY,NY,44.36987227,-74.40934878,7,3,5.682186461,NULL,NULL,LAGOSNE,LAGOSNE
100973,NA,NY,NY,44.31441746,-74.38435236,8,4,1.444991231,NULL,NULL,LAGOSNE,LAGOSNE
100975,NA,NY,NY,44.02259836,-73.5800677,5,2,22.92838903,NULL,NULL,LAGOSNE,LAGOSNE
100976,NA,NY,NY,44.32777114,-73.89379449,2,1,1.38732391,NULL,NULL,LAGOSNE,LAGOSNE
100980,NA,NY,NY,44.49708078,-74.11993773,11,5,9.801438436,NULL,NULL,LAGOSNE,LAGOSNE
100991,NA,NY,NY,44.34997749,-74.33477111,18,8,12.03233043,NULL,NULL,LAGOSNE,LAGOSNE
101016,NA,WV,WV,40.16629613,-80.53423405,5.7912,1.524,7.572514472,NULL,NULL,LAGOSUS,LAGOSUS
101127,NA,MN,MN,45.82417074,-95.55347525,12.49389839,NA,118.8858722,NULL,NULL,bathymetry,NULL
101139,NA,MN,MN,45.02246359,-93.59801903,6,NA,3.797800165,NULL,NULL,LAGOSNE,NULL
101148,NA,MN,MN,46.4031478,-95.45213919,13.10290146,NA,160.3358754,NULL,NULL,bathymetry,NULL
101149,NA,MN,MN,46.94097401,-94.36732676,24.1,NA,32.57223965,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
101152,NA,MN,MN,46.07866685,-95.37369715,17.90297127,NA,120.147307,NULL,NULL,bathymetry,NULL
101162,NA,MN,MN,46.88362239,-94.36234909,11.27649403,NA,96.28591346,NULL,NULL,bathymetry,NULL
101167,NA,MN,MN,45.15149024,-94.15061334,20.9061451,NA,21.612845,NULL,NULL,bathymetry,NULL
101179,NA,MN,MN,47.59178079,-93.45751083,10.668,NA,23.10951038,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
101192,NA,MN,MN,44.42978473,-96.29297939,1.6,NA,36.81661472,NLA2012,NULL,NLA,NULL
101202,NA,MN,MN,44.66614619,-95.76873674,2,NA,28.66185778,NULL,NULL,LAGOSNE,NULL
101212,NA,MN,MN,44.43614409,-94.80795641,2,NA,7.811929125,NULL,NULL,LAGOSNE,NULL
101226,NA,WI,WI,46.19710302,-91.73719442,1,NA,31.25844047,NULL,NULL,LAGOSNE,NULL
101243,NA,MN,MN,44.8640472,-93.08653756,3,2,6.200635443,NULL,NULL,LAGOSNE,LAGOSNE
101252,NA,WI,WI,46.16425766,-89.76026929,10,NA,8.384022357,NULL,NULL,LAGOSNE,NULL
101269,NA,WI,WI,46.13570462,-89.45140699,2.95,NA,5.680219971,NULL,NULL,LAGOSNE,NULL
101322,NA,MN,MN,44.85684451,-93.19312328,0.762,NA,140.6136447,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
101415,NA,MO,MO,37.58153622,-90.30408717,7.4,NA,32.31300441,NULL,NULL,LAGOSNE,NULL
101442,NA,MN,MN,46.99561927,-95.55193935,9,NA,50.06414781,NULL,NULL,LAGOSNE,NULL
101455,NA,MN,MN,46.14408,-96.03808353,2,NA,101.2769186,NULL,NULL,LAGOSNE,NULL
101456,NA,MN,MN,46.84100837,-96.06837975,2,NA,118.9333096,NULL,NULL,LAGOSNE,NULL
101472,NA,MN,MN,47.72065165,-93.84414617,9.143553734,NA,43.01009205,NULL,NULL,bathymetry,NULL
101477,NA,MN,MN,47.60812564,-93.98347433,15.23925591,NA,32.24104944,NULL,NULL,bathymetry,NULL
101511,NA,KS,KS,39.5379781,-95.15013871,2,NA,13.49646389,NULL,NULL,LAGOSUS,NULL
101570,NA,ME,ME,46.46005776,-69.03979758,2.43840003,NA,4.543220096,NULL,NULL,bathymetry,NULL
101575,NA,ME,ME,45.36588091,-69.30344646,10.05840015,NA,60.18238252,NULL,NULL,bathymetry,NULL
101577,NA,ME,ME,45.21528552,-69.29151701,2.133599997,NA,17.99642667,NULL,NULL,bathymetry,NULL
101581,NA,ME,ME,44.925693,-70.92717029,12,5,188.1761298,NULL,NULL,LAGOSNE,LAGOSNE
101593,NA,ME,ME,45.26299888,-68.00590754,7.619999886,NA,100.3041888,NULL,NULL,bathymetry,NULL
101594,NA,ME,ME,43.98244023,-70.95402563,6.400800228,NA,9.720892075,NULL,NULL,bathymetry,NULL
101595,NA,ME,ME,43.76110338,-70.50763712,8.534399986,3.3528,4.739245604,NULL,NULL,bathymetry,LAGOSNE
101645,NA,MA,MA,42.14885408,-71.64313933,2.6,NA,18.73899833,NULL,NULL,LAGOSNE,NULL
101661,NA,CT,CT,41.70450649,-73.22150788,7.924413289,NA,386.0271648,NULL,NULL,bathymetry,NULL
101672,NA,NH,NH,44.38165529,-71.52600141,0.8,NA,8.740371173,NH_SUNAPEE,NULL,LAGOSNE,NULL
101682,NA,NY,NY,43.81866034,-74.28411239,8.5,2.8,15.07310151,NULL,NULL,LAGOSNE,LAGOSNE
101690,NA,NY,NY,43.98738083,-73.63103059,10,5,2.774918477,NULL,NULL,LAGOSNE,LAGOSNE
101696,NA,NY,NY,43.32806945,-74.5907977,6,3,12.01615196,NULL,NULL,LAGOSNE,LAGOSNE
101699,NA,NY,NY,43.23530829,-74.45247069,5.8,1.5,9.764529625,NULL,NULL,LAGOSNE,LAGOSNE
101708,NA,NY,NY,43.59299297,-74.55229534,2,1,4.678174905,NULL,NULL,LAGOSNE,LAGOSNE
101769,NA,PA,PA,41.10469257,-76.66034894,12.192,NA,70.37391465,NULL,NULL,LAGOSUS,NULL
101772,NA,PA,PA,41.59237353,-75.71052049,5.5,3,16.11214275,NULL,NULL,LAGOSNE,LAGOSNE
101782,NA,NY,NY,42.58016403,-75.12844558,7,NA,16.01593413,NULL,NULL,LAGOSNE,NULL
101801,NA,WI,WI,46.55021426,-91.27585498,6,NA,7.022381321,NULL,NULL,LAGOSNE,NULL
101817,NA,MN,MN,47.29726932,-92.49860237,6.480237484,NA,136.6966104,NULL,NULL,bathymetry,NULL
101839,NA,MI,MI,46.30092737,-87.78022415,2.5,NA,23.4272091,NLA2007,NULL,NLA,NULL
101871,NA,IN,IN,41.74938718,-86.00630302,3.7,1.2,31.2523397,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
101879,NA,IN,IN,41.64234286,-85.089353,3.7,1.5,12.25448473,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
101882,NA,IN,IN,41.37252155,-85.66925119,12.2,2.1,71.44004999,IN_CLP_DEPTHS,NULL,LAGOSNE,LAGOSNE
101933,NA,MI,MI,44.13632085,-84.5653877,4.571776897,NA,10.68455262,NULL,NULL,bathymetry,NULL
101939,NA,MI,MI,42.41449537,-83.93099916,12.8,NA,37.47499084,Kendra Cheruvelil-undocumented,NULL,LAGOSNE,NULL
101981,NA,NY,NY,42.97429752,-76.06919965,10,NA,87.63806515,NY_LCI_CHEM,NULL,LAGOSNE,NULL
101987,NA,NY,NY,44.13829893,-74.29589913,3,1,8.180064635,NULL,NULL,LAGOSNE,LAGOSNE
101989,NA,NY,NY,44.47562301,-74.31687669,6,1,2.46096224,NULL,NULL,LAGOSNE,LAGOSNE
101990,NA,NY,NY,44.14555639,-75.15648765,7.6,2.6,10.59410239,NULL,NULL,LAGOSNE,LAGOSNE
101991,NA,NY,NY,44.07241249,-74.40601455,10.1,5.6,16.03298712,NULL,NULL,LAGOSNE,LAGOSNE
101992,NA,NY,NY,44.59924259,-74.14374135,3.7,1.3,25.8206422,NULL,NULL,LAGOSNE,LAGOSNE
102004,NA,NY,NY,44.13969792,-73.74797831,24,9,8.476439877,NULL,NULL,LAGOSNE,LAGOSNE
102011,NA,NY,NY,44.31236462,-73.9322405,15,5,34.26025988,NULL,NULL,LAGOSNE,LAGOSNE
102103,NA,MN,MN,47.57220709,-93.46768169,6,NA,42.18357516,NULL,NULL,LAGOSNE,NULL
102115,NA,MN,MN,45.11814816,-93.06466207,1.219,NA,38.58256594,MN_MPCA_CHEM_1999_2012,NULL,LAGOSNE,NULL
102116,NA,MN,MN,45.33570695,-94.65976011,40,NA,54.76166327,NULL,NULL,LAGOSNE,NULL
102122,NA,MN,MN,46.83454153,-95.07661417,9.579907417,NA,24.21452551,NULL,NULL,bathymetry,NULL
102125,NA,MN,MN,46.97423487,-94.43350259,11.27273464,NA,89.42157046,NULL,NULL,bathymetry,NULL
102136,NA,MN,MN,45.43229356,-93.52057046,2.133495808,NA,45.2939031,NULL,NULL,bathymetry,NULL
102137,NA,MN,MN,47.59777654,-93.40409547,10.4,NA,138.5103693,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
102166,NA,MN,MN,47.20717221,-93.3799319,4.9,NA,51.30204828,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
102179,NA,MN,MN,47.66852704,-94.60354792,2,NA,37.89274076,NULL,NULL,LAGOSNE,NULL
102222,NA,MN,MN,43.53691406,-94.46990104,1.676286817,NA,81.21085114,NULL,NULL,bathymetry,NULL
102295,NA,WI,WI,45.98536368,-89.37967865,7.7,NA,13.09974099,NULL,NULL,LAGOSNE,NULL
102306,NA,WI,WI,45.77013832,-89.06009308,6,NA,14.49861722,NULL,NULL,LAGOSNE,NULL
102341,NA,IA,IA,41.05090551,-92.81963636,10.97226455,NA,10.25207187,NULL,NULL,bathymetry,NULL
102467,NA,MN,MN,47.46529078,-95.77027121,1.4,NA,58.83132786,NLA2007,NULL,NLA,NULL
102496,NA,MN,MN,47.63296687,-92.7814808,9.41385746,NA,89.80271664,NULL,NULL,bathymetry,NULL
102499,NA,MN,MN,47.65465968,-93.57320707,11.27070427,NA,25.60498904,NULL,NULL,bathymetry,NULL
102507,NA,MN,MN,47.59949275,-93.54374132,22.84540367,NA,104.2400598,NULL,NULL,bathymetry,NULL
102510,NA,MN,MN,47.74302825,-91.24276912,6.086161137,NA,40.68558359,NULL,NULL,bathymetry,NULL
102576,NA,MO,MO,39.16865843,-92.73509167,10.2,NA,24.99427671,NULL,NULL,LAGOSNE,NULL
102590,NA,ME,ME,47.11125948,-68.46403696,1.524000049,NA,44.37942384,NULL,NULL,bathymetry,NULL
102593,NA,ME,ME,45.79645237,-69.07906307,14.6303997,NA,17.09307877,NULL,NULL,bathymetry,NULL
102622,NA,ME,ME,44.61264589,-68.04534708,9.448800087,4,268.8660363,NULL,NULL,bathymetry,LAGOSNE
102625,NA,ME,ME,43.76297765,-70.50823566,6.4008,2.7432,3.752597072,NULL,NULL,LAGOSNE,LAGOSNE
102627,NA,ME,ME,43.1874948,-70.68920162,7.619999886,NA,13.80225879,NULL,NULL,bathymetry,NULL
102711,NA,NY,NY,40.88371651,-72.93171464,3,NA,6.053527568,NULL,NULL,LAGOSNE,NULL
102772,NA,MN,MN,47.93351337,-90.87135728,5,NA,23.92217138,NULL,NULL,LAGOSNE,NULL
102774,NA,MN,MN,47.73114095,-90.63109734,1.2192,NA,39.0556006,MN_MPCA_SECCHI,NULL,LAGOSNE,NULL
102779,NA,MN,MN,47.36844697,-91.90533464,6.095702648,NA,166.0092732,NULL,NULL,bathymetry,NULL
102889,NA,MI,MI,42.80233709,-83.74592319,21,NA,135.0382993,NULL,NULL,LAGOSNE,NULL
102952,NA,NY,NY,42.95694022,-76.94908738,8,NA,7.929184325,NULL,NULL,LAGOSNE,NULL
102964,NA,NY,NY,44.50982387,-74.78988726,12.192,2.19456,269.5339874,NULL,NULL,LAGOSUS,LAGOSUS
102966,NA,NY,NY,43.7482703,-74.90203812,3,1,1.990034419,NULL,NULL,LAGOSNE,LAGOSNE
102968,NA,NY,NY,43.5650086,-74.8163233,4,1,2.183529024,NULL,NULL,LAGOSNE,LAGOSNE
102970,NA,NY,NY,43.760103,-75.29076777,5,3,3.891457936,NULL,NULL,LAGOSNE,LAGOSNE
102976,NA,NY,NY,43.64929805,-74.74209067,5,2,57.78732908,NULL,NULL,LAGOSNE,LAGOSNE
102979,NA,NY,NY,43.90334786,-75.14424233,8,4,3.287377172,NULL,NULL,LAGOSNE,LAGOSNE
102980,NA,NY,NY,43.97783859,-74.97687919,2,1,6.979122512,NULL,NULL,LAGOSNE,LAGOSNE
102981,NA,NY,NY,43.98310839,-75.19471355,18,9,60.46625294,NULL,NULL,LAGOSNE,LAGOSNE
102988,NA,NY,NY,44.37850636,-74.26263383,5,3,4.57127262,NULL,NULL,LAGOSNE,LAGOSNE
103024,NA,OH,OH,40.76002508,-81.10107218,3.2,NA,6.839987492,NLA2012,NULL,NLA,NULL
103040,NA,IN,IN,39.27506027,-85.11546566,7.6,NA,19.86383984,IN_CLP_DEPTHS,NULL,LAGOSNE,NULL
103073,NA,IL,IL,40.48015947,-88.10268993,4.5,NA,1.970851414,NLA2012,NULL,NLA,NULL
103130,NA,MN,MN,46.92030721,-94.33263874,14.56938457,NA,80.45589525,NULL,NULL,bathymetry,NULL
103152,NA,MN,MN,44.96605697,-93.37775052,2,NA,3.084143034,NULL,NULL,LAGOSNE,NULL
103160,NA,MN,MN,45.90778388,-95.42598849,17.22664452,NA,35.07971966,NULL,NULL,bathymetry,NULL
103162,NA,MN,MN,45.29907026,-93.38991829,1,NA,16.69685486,NULL,NULL,LAGOSNE,NULL
